FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
1461,Polyline,1669,781226,A,CPP,CPP,6567107,592660,01-01-1968,400,3,721.798272,1968,ARTERIAL,TRSUB-TRANSMISSION MAIN,721.798272,0,1,0.0013854286,5,7.35,Low,1,0.0013854286,5,10.89,Low,49,1,0.25,26,36.75,10,5,High,252.6293952,360.899136,1576,0.389294753,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,1.95E-13,0.1753023707,0,150,105,Moderately Low,Moderately Low,2,2,,MAINGATE,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1462,Polyline,1669,781226,A,CPP,CPP,6567107,592660,01-01-1968,400,3,721.798272,1968,ARTERIAL,TRSUB-TRANSMISSION MAIN,721.798272,0,34,0.0471045738,5,7.35,Medium,20,0.0277085728,5,10.89,Low,49,1,0.25,26,36.75,10,5,High,252.6293952,360.899136,1576,0.389294753,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,1.95E-13,0.1753023707,0,150,105,Moderately Low,Moderately Low,2,2,,MAINGATE,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1463,Polyline,973,523931,A,CPP,CPP,592618,607289,01-01-1971,400,3,1167.203685,1971,LOCAL,TRSUB-TRANSMISSION MAIN,1167.203685,0,37,0.0316996943,5,7.35,Low,20,0.0171349699,5,10.89,Low,46,1,0.25,29,34.5,10,5,High,408.5212898,583.6018425,1576,0.629519754,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,3.15E-13,0.2834775048,0,150,105,Moderately Low,Moderately Low,2,2,,SISMET,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,550,497.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1464,Polyline,973,523931,A,CPP,CPP,592618,607289,01-01-1971,400,3,1167.203685,1971,LOCAL,TRSUB-TRANSMISSION MAIN,1167.203685,0,4,0.003426994,5,7.35,Medium,0,0,0,6,Low,46,1,0.25,29,34.5,10,5,High,408.5212898,583.6018425,1576,0.629519754,15,High,240,296.815,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,3.15E-13,0.2834775048,0,150,105,Moderately Low,Moderately Low,2,2,,SISMET,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,510,454.315,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1465,Polyline,838,520703,A,CPP,CPP,605716,605717,01-01-1976,400,2,453.594594,1976,COLLECTOR,TRSUB-TRANSMISSION MAIN,453.594594,0,8,0.0176368945,5,7.35,Medium,1,0.0022046118,5,10.89,Low,41,1,0.25,34,30.75,5,5,Medium,158.7581079,226.797297,1576,0.244641754,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),15,0.0333752697,1.22E-13,0.1101640317,0,150,105,Moderately Low,Moderately Low,2,2,,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1466,Polyline,1265,689509,A,CPP,CPP,603191,6530485,02-01-1975,400,2,282.650846,1975,LOCAL,TRSUB-TRANSMISSION MAIN,282.650846,0,24,0.0849104128,5,7.35,Medium,4,0.0141517355,5,10.89,Low,42,1,0.25,33,31.5,5,5,Medium,98.9277961,141.325423,1576,0.152444936,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),35.6,2 (Low),2 (Low),15,0.0333752697,7.63E-14,0.0686471073,0,150,105,Moderately Low,Moderately Low,2,2,,NORTH SHERIDAN,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1467,Polyline,1265,689509,A,CPP,CPP,603191,6530485,02-01-1975,400,2,282.650846,1975,LOCAL,TRSUB-TRANSMISSION MAIN,282.650846,0,17,0.0601448757,5,7.35,Low,5,0.0176896693,5,10.89,Low,42,1,0.25,33,31.5,5,5,Medium,98.9277961,141.325423,1576,0.152444936,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),35.6,2 (Low),2 (Low),15,0.0333752697,7.63E-14,0.0686471073,0,150,105,Moderately Low,Moderately Low,2,2,,NORTH SHERIDAN,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1468,Polyline,903,521979,A,CPP,CPP,605052,604893,01-01-1945,450,1,727.386787,1945,LOCAL,TRSUB-TRANSMISSION MAIN,727.386787,0,6,0.0082487063,5,7.35,Medium,2,0.0027495688,5,10.89,Low,72,1,0.25,3,54,15,0,Very High,254.5853755,363.6933935,826,0.748521512,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,W,S,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0321616143,1.05E-13,0.0944686703,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,680,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1469,Polyline,903,521979,A,CPP,CPP,605052,604893,01-01-1945,450,1,727.386787,1945,LOCAL,TRSUB-TRANSMISSION MAIN,727.386787,0,4,0.0054991376,5,7.35,Low,3,0.0041243532,5,10.89,Low,72,1,0.25,3,54,15,0,Very High,254.5853755,363.6933935,826,0.748521512,15,High,320,295.836,Moderately High,Moderately High,4,4,,0,0,W,S,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.4,2 (Low),2 (Low),15,0.0321616143,1.05E-13,0.0944686703,0,150,105,Moderately Low,Moderately Low,2,2,,HURONTARIO,ST, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,680,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1470,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,7,0.011865765,5,7.35,Low,2,0.0033902186,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1471,Polyline,1538,742610,A,CPP,CPP,6561208,6561217,11-01-2000,400,3,589.932467,2000,LOCAL,TRSUB-TRANSMISSION MAIN,589.932467,0,2,0.0033902186,5,7.35,Low,2,0.0033902186,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,206.4763635,294.9662335,1576,0.318174237,15,High,200,429.336,Medium,Very High,3,5,,0,0,W,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,15,0.0333752697,1.59E-13,0.1432762644,0,150,105,Moderately Low,Moderately Low,2,2,,BURNHAMTHORPE,RD,E,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,712.836,RELINE - REHAB,REPLACE,2,3,,,Moderate
1472,Polyline,661,515903,A,CPP,CPP,592692,592675,01-01-1968,400,3,610.495952,1968,LOCAL,NOT IN ZONE 3,610.495952,0,34,0.055692425,5,7.35,Medium,16,0.0262082,5,10.89,Low,49,1,0.25,26,36.75,10,5,High,213.6735832,305.247976,1576,0.329264949,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,1.65E-13,0.1482704959,0,150,105,Moderately Low,Moderately Low,2,2,,AMBLER,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1473,Polyline,661,515903,A,CPP,CPP,592692,592675,01-01-1968,400,3,610.495952,1968,LOCAL,NOT IN ZONE 3,610.495952,0,4,0.00655205,5,7.35,Medium,3,0.0049140375,5,10.89,Low,49,1,0.25,26,36.75,10,5,High,213.6735832,305.247976,1576,0.329264949,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.5,2 (Low),2 (Low),15,0.0333752697,1.65E-13,0.1482704959,0,150,105,Moderately Low,Moderately Low,2,2,,AMBLER,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1474,Polyline,1717,786181,A,CPP,CPP,6553364,6567873,11-01-1991,400,3,867.196775,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,867.196775,0,28,0.032287943,5,7.35,Low,2,0.0023062816,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,303.5188713,433.5983875,1576,0.467713997,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.8,2 (Low),2 (Low),15,0.0333752697,2.34E-13,0.2106151489,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1475,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,7,0.0115724084,5,7.35,Low,2,0.0033064024,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1476,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,18,0.0297576216,5,7.35,Medium,3,0.0049596036,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1477,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,10,0.016532012,5,7.35,Medium,1,0.0016532012,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1478,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,30,0.0495960361,5,7.35,Low,3,0.0049596036,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1479,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,39,0.0644748469,5,7.35,Medium,25,0.0413300301,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1480,Polyline,1718,786186,A,CPP,CPP,6567873,6567874,11-01-1991,400,3,604.887051,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,604.887051,0,4,0.0066128048,5,7.35,Medium,3,0.0049596036,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,211.7104679,302.4435255,1576,0.326239844,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,1,1,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,1.63E-13,0.1469082681,0,150,105,Moderately Low,Moderately Low,2,2,,DIXIE,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1481,Polyline,838,520703,A,CPP,CPP,605716,605717,01-01-1976,400,2,453.594594,1976,COLLECTOR,TRSUB-TRANSMISSION MAIN,453.594594,0,8,0.0176368945,5,7.35,Medium,1,0.0022046118,5,10.89,Low,41,1,0.25,34,30.75,5,5,Medium,158.7581079,226.797297,1576,0.244641754,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),15,0.0333752697,1.22E-13,0.1101640317,0,150,105,Moderately Low,Moderately Low,2,2,,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1482,Polyline,838,520703,A,CPP,CPP,605716,605717,01-01-1976,400,2,453.594594,1976,COLLECTOR,TRSUB-TRANSMISSION MAIN,453.594594,0,36,0.0793660252,5,7.35,Medium,15,0.0330691772,5,10.89,Medium,41,1,0.25,34,30.75,5,5,Medium,158.7581079,226.797297,1576,0.244641754,15,High,240,340.336,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),15,0.0333752697,1.22E-13,0.1101640317,0,150,105,Moderately Low,Moderately Low,2,2,,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
1483,Polyline,835,520616,A,CPP,CPP,605561,605563,11-01-1968,400,2,24.167281,1968,COLLECTOR,TRSUB-TRANSMISSION MAIN,24.167281,0,8,0.3310260678,5,7.35,Low,2,0.082756517,5,10.89,Low,49,1,0.25,26,36.75,10,5,High,8.45854835,12.0836405,1576,0.013034384,10,Medium,240,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),39,2 (Low),2 (Low),15,0.0333752697,6.52E-15,0.0058694816,0,150,105,Moderately Low,Moderately Low,2,2,,TOMKEN,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,579.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
1484,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,31,0.1573908904,5,7.35,Low,20,0.1015425099,5,10.89,Low,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1485,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,22,0.1116967609,5,7.35,Low,5,0.0253856275,5,10.89,Low,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1486,Polyline,1735,788585,A,CPP,CPP,592573,6568577,01-01-1973,400,4,88.359076,1973,ARTERIAL,TRSUB-TRANSMISSION MAIN,88.359076,0,14,0.1584443912,5,7.35,Very High,13,0.1471269346,5,10.89,Low,44,1,0.25,31,33,5,5,Medium,30.9256766,44.179538,1576,0.047655593,10,Medium,200,295.836,Medium,Moderately High,3,4,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,2.38E-14,0.0214596738,0,0,0,Very Low,Very Low,1,1,,AIRPORT,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,348.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1487,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,35,0.1776993924,5,7.35,Low,2,0.010154251,5,10.89,Medium,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1488,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,33,0.1675451414,5,7.35,Very High,20,0.1015425099,5,10.89,Very High,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1489,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,10,0.050771255,5,7.35,Medium,1,0.0050771255,5,10.89,Low,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1490,Polyline,1734,788569,A,CPP,CPP,6568569,6568565,04-01-2002,400,4,196.961844,2002,ARTERIAL,TRSUB-TRANSMISSION MAIN,196.961844,0,18,0.0913882589,5,7.35,Low,13,0.0660026315,5,10.89,Low,15,1,0.25,60,11.25,0,15,Low,68.9366454,98.480922,1576,0.106229421,15,High,200,429.336,Medium,Very High,3,5,,0,0,P,C,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,5.32E-14,0.0478359114,0,0,0,Very Low,Very Low,1,1,,HWY 409, , ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
1491,Polyline,753,517491,A,CPP,CPP,602155,602343,01-01-1966,400,1,366.102468,1966,ARTERIAL,TRSUB-TRANSMISSION MAIN,366.102468,0,32,0.0874072228,5,7.35,Medium,12,0.0327777086,5,10.89,Low,51,1,0.25,24,38.25,10,5,High,128.1358638,183.051234,1576,0.197453742,15,High,280,340.336,Medium,Moderately High,3,4,,0,0,I,SL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,9.88E-14,0.088914913,0,150,105,Moderately Low,Moderately Low,2,2,,LAKESHORE,RD,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,640,623.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
