W/O #,Service Request #,No. of Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile,COMPKEY
  1557235,1833184,1,20/01/2013,WOLF,WMN,DI,150,605131,605132,1.3,8.1,1.83 ,CLAY,2578-2580,HEMUS SQ,2,Z16,0157,520155
  1398156,1665215,1,30/04/2012,WOLF,WMN,DI,150,605131,605132,1.3,8.5,2.44 ,CLAY,2578,HEMUS SQ,2,Z16,0157,520155
   501548,742228,1,13/08/2007,WOLF,WMN,DI,150,605131,605132,1.3,8.5,1.83 ,CLAY,2598,HEMUS SQ,2,Z16,0157,520155
   280240,1,1,05/09/1999,,WMN,DI,150,605131,605132,1.3,8.5,0.00 ,,,HEMUS SQ,2,Z16,0157,520155
   466030,651789,1,23/02/2007,WOLF,WMN,DI,150,605134,605133,1.3,8.5,2.13 ,CLAY,3620,PARMEER DR,2,Z16,0157,520205
   465839,651789,1,22/02/2007,WOLF,WMN,DI,150,605134,605133,1.3,8.5,1.98 ,CLAY,,PARMEER DR,2,Z16,0157,520205
   465897,651789,1,22/02/2007,WOLF,WMN,DI,150,605134,605133,1.3,8.5,1.98 ,CLAY,,PARMEER DR,2,Z16,0157,520205
   132799,1,1,29/07/2002,WOLF,WMN,DI,300,605141,605132,1.3,8.5,1.98 ,CLAY,,CEDARGLEN GATE,2,Z16,0157,520201
   147675,1,1,09/11/2002,WOLF,WMN,DI,150,605149,605151,1.1,8.7,1.80 ,CLAY,,CONQUEST DR,2,Z16,0137,520212
   272711,1,1,19/02/1994,,WMN,DI,200,605150,605143,1.1,8.5,0.00 ,,,AVONGATE DR,2,Z16,0137,520211
   269255,1,1,04/01/1985,,WMN,DI,150,605151,605156,1.1,8.5,0.00 ,,,VALDESE DR,2,Z16,0137,520214
   269068,1,1,10/07/1991,,WMN,CI,150,605152,605146,,8.7,0.00 ,,,AVONGATE DR,2,Z16,0137,520213
  1859336,2151122,1,28/02/2014,WOLF,WMN,CI,150,605166,605163,,,0.00 ,,,ROSEMARY DR,2,Z16,0137,520221
  1211260,1513563,1,14/07/2011,WOLF,WMN,DI,150,605166,605168,1.3,8.5,2.50 ,CLAY,2421,NIKANNA RD,2,Z16,0137,520223
   505356,752339,1,01/09/2007,WOLF,WMN,DI,150,605167,605168,1.3,8.5,2.13 ,CLAY,911,SAMI ST,2,Z16,0137,520167
   178606,88850,1,04/04/2003,WOLF,WMN,DI,150,605167,605168,1.3,8.5,2.10 ,CLAY,,SAMI ST,2,Z16,0137,520167
  1008198,1333197,2,26/07/2010,WOLF,WMN,DI,150,605168,605164,1.3,8.5,2.13 ,CLAY,2377,NIKANNA RD,2,Z16,0137,520224
  1683489,1956893,1,13/08/2013,WOLF,WMN,COPP,50,605178,605179,1.3,8.5,2.13 ,SAND,1170,TALKA CT,2,Z16,0136,522755
   723742,1053686,1,06/03/2009,WOLF,WMN,DI,150,605196,6543048,1.3,8.5,1.83 ,CLAY,2259,SHARDAWN MEWS,2,Z16,0137,703865
   274159,1,1,11/08/2004,WOLF,WMN,CI,150,605221,605241,1.1,8.7,2.10 ,CLAY,,ONEIDA CR,2,Z16,0118,520252
   807388,1157487,1,24/08/2009,WOLF,WMN,CPP,500,605237,6587263,1.1,8.1,1.40 ,CLAY,no #,MAVIS RD,2,Z16,0158,883509
   278587,1,1,01/12/1980,,WMN,DI,150,605240,605241,1.1,8.6,0.00 ,,,ONEIDA CT,2,Z16,0118,520189
  1586652,1866552,1,31/03/2013,WOLF,WMN,DI,150,605279,605284,1.3,8.5,1.83 ,SACL,1564,GOLDMAR DR,2,Z19,0228,520366
   596336,942869,1,31/07/2008,WOLF,WMN,DI,150,605279,605284,1.3,8.5,1.83 ,SAND,1498,GOLDMAR DR,2,Z19,0228,520366
   496689,728848,2,17/07/2007,WOLF,WMN,DI,150,605279,605284,1.3,8.5,1.83 ,SAND,1540,GOLDMAR DR,2,Z19,0228,520366
   810875,1162480,2,01/09/2009,WOLF,WMN,CI,200,605285,605286,1.3,8.5,1.83 ,CLAY,3069,GATLIFF AVE,2,Z19,0227,520291
   367901,446906,1,12/11/2005,WOLF,WMN,CI,150,605288,605324,1.1,8.5,1.75 ,SAND,,TYNEBURN CR,2,Z19,0227,520382
   295424,1,1,02/12/2004,WOLF,WMN,CI,150,605288,605324,1.1,8.7,2.10 ,SAND,,TYNEBURN CR,2,Z19,0227,520382
   279762,1,1,29/11/1987,,WMN,CI,150,605288,605324,1.1,,0.00 ,,,TYNEBURN CR,2,Z19,0227,520382
   283289,1,1,11/03/1994,,WMN,DI,300,605290,605293,2.1,8.7,0.00 ,,,DUNDAS ST,2,,0207,520368
  1442920,1756171,1,02/09/2012,WOLF,WMN,DI,300,605295,6581562,1.3,8.7,2.13 ,SAND,1425,DUNDAS ST,2,Z19,0206,857287
   743504,1070345,2,06/04/2009,WOLF,WMN,DI,300,605295,6581562,1.3,8.5,1.83 ,CLAY,1437,DUNDAS ST,2,Z19,0206,857287
   142817,1,1,07/10/2002,WOLF,WMN,DI,300,605295,6581562,1.3,8.5,1.80 ,CLAY,,DUNDAS ST,2,Z19,0206,857287
  1346841,1621938,1,12/02/2012,WOLF,WMN,CI,250,605311,6573262,1.1,8.5,1.83 ,CLAY,3255,HAVENWOOD DR,2,Z19,0228,809596
   184193,1,1,06/05/2003,WOLF,WMN,CI,250,605311,6573262,1.1,8.7,2.10 ,SAGR,,HAVENWOOD DR,2,Z19,0228,809596
   275217,1,1,04/11/1996,,WMN,CI,250,605311,6573262,1.1,8.7,0.00 ,,,HAVENWOOD DR,2,Z19,0228,809596
   268883,1,1,14/01/1991,,WMN,CI,250,605311,6573262,1.1,8.7,0.00 ,,,HAVENWOOD DR,2,Z19,0228,809596
  2236464,2536428,3,29/06/2015,WOLF,WMN,CI,150,605315,605316,1.3,8.5,1.83 ,CLAY,3196,HEDGESTONE CT,2,Z19,0228,525531
   279881,1,1,26/05/1998,,WMN,CI,150,605315,605316,1.1,8.7,0.00 ,,,HEDGESTONE CT,2,Z19,0228,525531
   279199,1,1,22/01/1984,,WMN,CI,150,605315,605316,1.2,,0.00 ,,,HEDGESTONE CT,2,Z19,0228,525531
   279770,1,1,25/12/1998,,WMN,CPP,400,605319,605318,1.3,8.7,0.00 ,,,FIELDGATE DR,2,Z19,0228,520378
  1099015,1414112,1,10/01/2011,WOLF,WMN,CI,300,605320,605452,1.1,8.7,1.98 ,CLAY,opp3310,FIELDGATE DR,2,Z19,0228,522785
   275510,1,1,25/06/1997,,WMN,CI,300,605320,605452,1.3,8.5,0.00 ,,,FIELDGATE DR,2,Z19,0228,522785
  1873674,2167584,1,31/03/2014,WOLF,WMN,CI,150,605323,605288,1.1,8.5,2.13 ,SAND,1300& 1296,TYNEBURN CR,2,Z19,0228,520381
   270302,1,1,29/05/1987,,WMN,CI,150,605323,605324,1.1,,0.00 ,,,THORNDYKE CR,2,Z19,0228,520305
   446982,624352,1,05/12/2006,WOLF,WMN,CI,150,605324,605326,1.1,8.7,2.44 ,CLAY,1446,TYNEBURN CR,2,Z19,0227,520383
  2106245,2386211,1,13/01/2015,WOLF,WMN,CI,250,605325,605326,1.1,,2.64 ,,3341,HAVENWOOD DR,2,Z19,0228,520385
  1805099,2123732,1,05/01/2014,WOLF,WMN,CI,150,605325,605323,,,0.00 ,,1270,TYNEBURN CR,2,Z19,0228,525536
  1376012,1642642,1,26/03/2012,WOLF,WMN,CI,150,605325,605323,1.1,8.7,2.29 ,GRAC,1270,TYNEBURN CR,2,Z19,0228,525536
   921161,1237142,1,28/01/2010,WOLF,WMN,CI,250,605325,605326,1.1,8.5,2.44 ,QSA,3293,HAVENWOOD DR,2,Z19,0228,520385
   315538,316210,1,25/02/2005,WOLF,WMN,CI,150,605325,605323,1.1,8.7,2.13 ,SAND,,TYNEBURN CR,2,Z19,0228,525536
   313918,1,1,18/02/2005,WOLF,WMN,CI,150,605325,605323,1.1,8.7,2.28 ,SAND,,TYNEBURN CR,2,Z19,0228,525536
   174645,1,1,15/03/2003,WOLF,WMN,CI,150,605325,605323,1.1,8.7,1.50 ,SAGR,,TYNEBURN CR,2,Z19,0228,525536
   279848,1,1,22/04/1998,,WMN,CI,150,605325,605323,1.1,8.7,0.00 ,,,TYNEBURN CR,2,Z19,0228,525536
   272225,1,1,14/10/1993,,WMN,CI,150,605325,605323,1.1,8.7,0.00 ,,,TYNEBURN CR,2,Z19,0228,525536
   274795,1,1,05/11/1989,,WMN,CI,250,605325,605326,1.1,8.7,0.00 ,,,HAVENWOOD DR,2,Z19,0228,520385
   279763,1,1,29/12/1987,,WMN,CI,150,605325,605323,1.1,,0.00 ,,,TYNEBURN CR,2,Z19,0228,525536
  1095263,1406582,1,24/12/2010,WOLF,WMN,CI,150,605335,605357,1.1,8.5,1.83 ,SACL,1577,WAVELL CR,3,Z19,0249,520400
   294858,1,1,30/11/2004,WOLF,WMN,CI,150,605335,605357,1.1,8.7,1.80 ,QSA,,WAVELL CR,3,Z19,0249,520400
   276142,1,1,20/02/1998,,WMN,CI,150,605335,605337,1.1,8.7,0.00 ,,,BANNERHILL AVE,3,Z19,0249,520388
   272042,1,1,02/03/1993,,WMN,CI,150,605335,605357,1.1,8.7,0.00 ,,,WAVELL CR,3,Z19,0249,520400
  1801449,2081998,1,24/12/2013,WOLF,WMN,CI,300,605345,6569547,1.3,8.5,1.83 ,CLAY,3656,HAVEN GLEN,3,Z19,0269,792271
  1801353,2081998,1,23/12/2013,WOLF,WMN,CI,300,605345,6569547,1.3,8.5,1.83 ,CLAY,3656,HAVEN GLEN,3,Z19,0269,792271
   280093,1,1,18/01/1999,,WMN,CI,300,605345,6569547,1.1,8.7,0.00 ,,,HAVEN GLEN,3,Z19,0269,792271
   279859,1,1,26/04/1998,,WMN,CI,300,605345,6569547,1.2,8.7,0.00 ,,,HAVEN GLEN,3,Z19,0269,792271
   471761,661057,1,17/03/2007,WOLF,WMN,CI,150,605348,605345,1.1,8.5,1.83 ,SAND,3573,EPWORTH LANE,3,Z19,0269,525537
   456452,642081,1,21/01/2007,WOLF,WMN,CI,150,605351,6540665,1.1,8.5,1.98 ,SAND,3653,DENBURN PL,3,Z19,0269,701287
  1706428,1987707,1,03/10/2013,WOLF,WMN,CI,150,605356,605357,1.3,8.7,2.44 ,CLAY,1589,OTTERBY RD,3,Z19,0249,520318
   150233,1,1,25/11/2002,WOLF,WMN,CI,150,605356,605335,1.1,8.7,2.10 ,CLAY,,BANNERHILL AVE,3,Z19,0249,520399
   276128,1,1,03/02/1998,,WMN,CI,150,605356,605335,1.1,8.7,0.00 ,,,BANNERHILL AVE,3,Z19,0249,520399
   273613,1,1,06/01/1996,,WMN,CI,150,605356,605357,1.1,8.7,0.00 ,,,OTTERBY RD,3,Z19,0249,520318
   272328,1,1,30/11/1993,,WMN,CI,150,605356,605335,1.1,8.7,0.00 ,,,BANNERHILL AVE,3,Z19,0249,520399
   501304,741868,2,11/08/2007,WOLF,WMN,CI,150,605357,605336,1.3,8.5,1.83 ,SAND,1671,WAVELL CR,3,Z19,0249,520401
  1800572,2079210,1,22/12/2013,WOLF,WMN,DI,300,605364,605390,1.3,8.5,1.83 ,CLAY,3081,NAWBROOK RD,2,Z19,0207,520415
  1568722,1845130,1,15/02/2013,WOLF,WMN,PVC,300,605364,605367,1.1,8.5,2.74 ,CLAY,1661,DUNDAS ST,2,Z19,0207,520404
  1023917,1356792,1,08/09/2010,WOLF,WMN,DI,300,605364,605390,1.3,8.5,2.13 ,CLAY,3081,NAWBROOK RD,2,Z19,0207,520415
  1008136,1333196,2,26/07/2010,WOLF,WMN,DI,300,605364,605390,1.3,8.5,2.44 ,CLAY,3101,NAWBROOK RD,2,Z19,0207,520415
   280620,1,1,19/02/1999,,WMN,DI,300,605364,605390,1.3,8.5,0.00 ,,,NAWBROOK RD,2,Z19,0207,520415
  1800558,2082400,2,22/12/2013,WOLF,WMN,DI,300,605367,604464,1.3,8.5,1.83 ,CLAY,NO #,DUNDAS ST,2,Z19,0207,521935
   390400,1,1,15/02/2006,WOLF,WMN,CI,250,605377,605378,1.1,8.5,3.05 ,SAND,,LENWORTH DR,2,Z19,0229,520407
   291838,1,1,15/11/2004,WOLF,WMN,CI,300,605379,605372,1.1,8.7,1.80 ,SAND,,WHARTON WAY,2,Z19,0208,525538
   542819,839891,1,15/02/2008,WOLF,WMN,PVC,300,605380,604492,1.1,8.7,1.83 ,CLAY,1607,DUNDAS ST,2,Z19,0207,521940
   273769,1,1,06/02/1995,,WMN,CI,300,605383,6583336,1.1,8.7,0.00 ,,,LENWORTH DR,2,Z19,0208,862628
  1422097,1713665,1,05/07/2012,WOLF,WMN,CI,150,605386,605455,1.1,8.5,2.74 ,CLAY,1677,BLACKBIRD DR,2,Z19,0228,520459
   275207,1,1,02/11/1996,,WMN,CI,150,605386,605455,1.1,8.7,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520459
  1670287,1935414,1,15/07/2013,WOLF,WMN,CI,300,605392,605393,1.3,8.5,1.83 ,CLAY,S/E C,FIELDGATE DR,2,Z19,0249,522775
   440767,613102,1,04/11/2006,WOLF,WMN,CI,300,605392,605393,1.1,8.5,2.74 ,SAND,,FIELDGATE DR,2,Z19,0249,522775
   241265,1,1,26/02/2004,WOLF,WMN,CI,300,605392,605393,1.1,8.7,1.80 ,CLAY,,FIELDGATE DR,2,Z19,0249,522775
  1670099,1935495,1,14/07/2013,WOLF,WMN,CI,300,605393,605329,1.1,8.5,1.83 ,CLAY,1835,BLOOR ST,2,Z19,0250,522781
   284418,1,1,28/12/1999,,WMN,CI,300,605393,605329,1.1,8.7,0.00 ,,,BLOOR ST,2,Z19,0250,522781
   281616,1,1,22/06/1990,,WMN,CI,300,605393,605329,1.2,8.7,0.00 ,,,BLOOR ST,2,Z19,0250,522781
   269595,1,1,08/01/1986,,WMN,CI,300,605393,605329,1.1,,0.00 ,,,BLOOR ST,2,Z19,0250,522781
  1800566,2076052,1,21/12/2013,WOLF,WMN,CI,200,605399,605330,1.1,8.7,1.83 ,SACL,1867,BLOOR ST,2,Z19,0250,520425
   241293,1,1,26/02/2004,WOLF,WMN,CI,200,605399,605330,1.3,8.5,1.80 ,CLAY,,BLOOR ST,2,Z19,0250,520425
   204855,1,1,24/08/2003,WOLF,WMN,CI,200,605399,605330,1.1,8.7,2.10 ,SAND,,BLOOR ST,2,Z19,0250,520425
   275020,1,1,03/06/1996,,WMN,CI,200,605399,605330,1.3,8.5,0.00 ,,,BLOOR ST,2,Z19,0250,520425
   274199,1,1,09/08/1995,,WMN,CI,200,605399,605330,1.3,8.5,0.00 ,,,BLOOR ST,2,Z19,0250,520425
   269083,1,1,21/11/1985,,WMN,CI,200,605399,605330,1.3,8.5,0.00 ,,,BLOOR ST,2,Z19,0250,520425
  1272734,1592090,1,19/12/2011,WOLF,WMN,CI,200,605403,605402,1.1,8.5,2.44 ,CLAY,,SILVERPLAINS DR,2,Z19,0270,520429
  1179743,1462130,1,25/04/2011,WOLF,WMN,CI,150,605403,6569585,1.1,8.5,2.13 ,CLAY,1859,BRIARCROOK CR,2,Z19,0270,792390
   932556,1246375,1,19/02/2010,WOLF,WMN,CI,200,605403,605402,1.1,8.5,1.96 ,CLAY,3583,SILVERPLAINS DR,2,Z19,0270,520429
   906891,1227902,1,06/01/2010,WOLF,WMN,CI,200,605403,605402,1.1,8.5,2.13 ,CLAY,3583,SILVERPLAINS DR,2,Z19,0270,520429
   283257,1,1,20/11/1996,,WMN,CI,150,605403,6569585,,,0.00 ,,,BRIARCROOK CR,2,Z19,0270,792390
   282739,1,1,09/02/1993,,WMN,CI,200,605403,605402,1.1,8.7,0.00 ,,,SILVERPLAINS DR,2,Z19,0270,520429
   273026,1,1,07/01/1989,,WMN,CI,150,605403,6569585,1.1,8.2,0.00 ,,,BRIARCROOK CR,2,Z19,0270,792390
   270221,1,1,26/02/1986,,WMN,CI,150,605403,6569585,1.1,,0.00 ,,,BRIARCROOK CR,2,Z19,0270,792390
   267731,1,1,22/01/1982,,WMN,CI,150,605403,6569585,1.1,8.2,0.00 ,,,BRIARCROOK CR,2,Z19,0270,792390
  1657257,1890219,1,13/06/2013,WOLF,WMN,CI,150,605409,6569551,1.2,8.5,2.74 ,CLAY,opp 1704,PAGEHURST AVE,3,Z19,0269,792296
  1634122,1890219,1,27/05/2013,WOLF,WMN,CI,150,605409,6569551,1.2,8.5,2.44 ,SAND,1704,PAGEHURST AVE,3,Z19,0269,792296
   911283,1231074,1,13/01/2010,WOLF,WMN,CI,150,605409,6569551,1.1,8.5,2.13 ,CLAY,corner,PAGEHURST AVE,3,Z19,0269,792296
   218968,1,1,15/11/2003,WOLF,WMN,CI,150,605409,605410,1.1,8.7,1.80 ,CLAY,,PICKMERE CT,3,Z19,0269,520337
   216148,126234,1,28/10/2003,WOLF,WMN,CI,150,605409,605410,1.3,8.5,1.80 ,SACL,,PICKMERE CT,3,Z19,0269,520337
    66093,1,1,19/08/2001,WOLF,WMN,CI,150,605409,605410,1.1,8.7,0.00 ,,,PICKMERE CT,3,Z19,0269,520337
   283400,1,1,27/10/1997,,WMN,CI,150,605409,6569551,1.1,8.7,0.00 ,,,PAGEHURST AVE,3,Z19,0269,792296
   268038,1,1,01/03/1990,,WMN,CI,150,605409,605410,1.1,8.7,0.00 ,,,PICKMERE CT,3,Z19,0269,520337
   272490,1,1,09/07/1988,,WMN,CI,150,605409,6569551,1.1,,0.00 ,,,PAGEHURST AVE,3,Z19,0269,792296
   280426,1,1,30/06/1988,,WMN,CI,150,605409,605410,1.1,,0.00 ,,,PICKMERE CT,3,Z19,0269,520337
   909107,1229080,1,07/01/2010,WOLF,WMN,CI,150,605410,605409,1.1,8.5,2.13 ,CLAY,1739,PAGEHURST AVE,3,Z19,0269,520439
   375127,1,1,11/12/2005,WOLF,WMN,CI,150,605410,605409,1.3,8.5,1.83 ,CLAY,,PAGEHURST AVE,3,Z19,0269,520439
   344768,1,1,17/07/2005,WOLF,WMN,CI,150,605410,605409,1.1,8.5,1.98 ,CLAY,,PAGEHURST AVE,3,Z19,0269,520439
   327469,1,1,22/04/2005,WOLF,WMN,CI,150,605410,605409,1.1,8.6,2.44 ,CLAY,,PAGEHURST AVE,3,Z19,0269,520439
   252112,1,1,21/04/2004,WOLF,WMN,CI,150,605410,605409,1.1,8.7,2.40 ,CLAY,,PAGEHURST AVE,3,Z19,0269,520439
   225171,142686,1,13/12/2003,WOLF,WMN,CI,150,605410,605409,1.1,8.7,2.25 ,SHCL,,PAGEHURST AVE,3,Z19,0269,520439
   274914,1,1,10/02/1996,,WMN,CI,150,605410,605409,1.1,8.7,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   272704,1,1,06/12/1994,,WMN,CI,150,605410,605409,1.1,8.7,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   272641,1,1,24/01/1994,,WMN,CI,150,605410,605409,1.1,8.7,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   272698,1,1,12/09/1988,,WMN,CI,150,605410,605409,1.1,,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   269311,1,1,31/12/1984,,WMN,CI,150,605410,605409,1.1,8.2,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   268825,1,1,19/04/1984,,WMN,CI,150,605410,605409,1.1,,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   267499,1,1,12/11/1981,,WMN,CI,150,605410,605409,1.1,,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   267136,1,1,29/09/1980,,WMN,CI,150,605410,605409,1.1,8.6,0.00 ,,,PAGEHURST AVE,3,Z19,0269,520439
   262002,1,1,11/06/2004,WOLF,WMN,CI,300,605422,605542,1.3,8.5,2.10 ,SAND,,GOLDEN ORCHARD DR,2,,0227,520598
   269043,1,1,03/10/1985,,WMN,CI,300,605422,605542,1.1,,0.00 ,,,GOLDEN ORCHARD DR,2,,0227,520598
   439722,611201,1,31/10/2006,WOLF,WMN,CI,150,605433,605410,1.1,8.5,2.13 ,CLAY,,PAGEHURST AVE,3,Z19,0270,520438
   280166,1,1,29/03/1999,,WMN,CI,150,605433,605410,1.3,8.5,0.00 ,,,PAGEHURST AVE,3,Z19,0270,520438
   273029,1,1,12/01/1989,,WMN,CI,150,605433,605410,1.1,8.2,0.00 ,,,PAGEHURST AVE,3,Z19,0270,520438
  1846084,2143093,1,10/02/2014,WOLF,WMN,CI,150,605446,605447,1.1,8.5,2.44 ,CLAY,3262,NOBLETON DR,2,Z19,0228,520358
   525423,807439,1,07/12/2007,WOLF,WMN,CI,150,605446,605447,1.1,8.7,1.83 ,SACL,3225,NOBLETON DR,2,Z19,0228,520358
   297834,1,1,13/12/2004,WOLF,WMN,CI,150,605446,605447,1.1,8.7,1.80 ,SAND,,NOBLETON DR,2,Z19,0228,520358
   162524,85601,1,24/01/2003,WOLF,WMN,CI,200,605446,605450,1.1,8.7,2.40 ,SAND,,KIRKWALL CR,2,Z19,0228,520360
   160777,1,1,19/01/2003,WOLF,WMN,CI,150,605446,605447,1.3,8.5,1.80 ,SAND,,NOBLETON DR,2,Z19,0228,520358
   274675,1,1,01/03/1989,,WMN,CI,150,605446,605447,1.1,8.2,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
   272700,1,1,17/09/1988,,WMN,CI,150,605446,605447,1.1,,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
   272479,1,1,27/05/1988,,WMN,CI,150,605446,605447,1.1,,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
   278087,1,1,29/02/1988,,WMN,CI,150,605446,605447,1.1,,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
   270482,1,1,30/10/1986,,WMN,CI,150,605446,605447,1.1,,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
   279300,1,1,06/01/1985,,WMN,CI,150,605446,605447,1.1,,0.00 ,,,NOBLETON DR,2,Z19,0228,520358
  2182757,2436462,1,14/04/2015,WOLF,WMN,CI,150,605448,605455,1.1,8.7,1.83 ,SAND,1721,OBERON CR,2,Z19,0228,522041
  1475550,1804209,1,23/11/2012,WOLF,WMN,CI,150,605448,605455,1.3,8.5,2.44 ,CLAY,1679,OBERON CR,2,Z19,0228,522041
   925677,1240696,1,06/02/2010,WOLF,WMN,CI,150,605448,605455,1.1,8.7,1.83 ,GRAV,1689/83,OBERON CR,2,Z19,0228,522041
   315624,1,1,27/02/2005,WOLF,WMN,CI,150,605448,605455,1.1,8.7,2.13 ,CLAY,,OBERON CR,2,Z19,0228,522041
    85574,1,1,19/11/2001,WOLF,WMN,CI,150,605448,605455,1.1,8.7,1.80 ,SAND,,OBERON CR,2,Z19,0228,522041
   268198,1,1,11/04/1990,,WMN,CI,150,605448,605455,1.1,8.7,0.00 ,,,OBERON CR,2,Z19,0228,522041
  1262717,1584185,1,24/11/2011,WOLF,WMN,CI,300,605450,6563244,1.1,8.5,2.44 ,SAND,3270,FIELDGATE DR,2,Z19,0228,747808
   239006,161239,1,16/02/2004,WOLF,WMN,CI,300,605450,6563244,1.1,8.7,1.95 ,SAND,,FIELDGATE DR,2,Z19,0228,747808
  2093135,2375755,1,26/12/2014,WOLF,WMN,CI,150,605455,605387,,,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
  2016734,2348748,1,13/11/2014,WOLF,WMN,CI,150,605455,605387,,,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
  1796235,2057482,1,16/12/2013,WOLF,WMN,CI,150,605455,605387,1.1,8.7,2.44 ,SHCL,1695,BLACKBIRD DR,2,Z19,0228,520460
   279803,1,1,14/12/1998,,WMN,CI,150,605455,605387,1.1,8.7,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
   274953,1,1,22/03/1996,,WMN,CI,150,605455,605387,1.1,8.7,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
   270485,1,1,15/11/1986,,WMN,CI,150,605455,605387,1.1,,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
   269080,1,1,22/10/1985,,WMN,CI,150,605455,605387,1.1,,0.00 ,,,BLACKBIRD DR,2,Z19,0228,520460
   536613,830005,1,25/01/2008,WOLF,WMN,CI,300,605482,605636,1.1,8.5,1.83 ,CLAY,961,RUNNINGBROOK DR,2,Z20,0247,520653
  1800574,2078833,1,22/12/2013,WOLF,WMN,CI,200,605485,605500,1.3,8.5,2.13 ,CLAY,1134,BLOOR ST,2,Z20,0226,520553
   274256,1,1,16/10/1995,,WMN,CI,200,605485,605500,1.1,8.7,0.00 ,,,BLOOR ST,2,Z20,0226,520553
   272693,1,1,11/02/1994,,WMN,CI,200,605485,605500,1.1,8.7,0.00 ,,,BLOOR ST,2,Z20,0226,520553
  1559970,1836257,1,27/01/2013,WOLF,WMN,CI,200,605490,605497,1.3,8.5,2.44 ,CLAY,3408,WAGONDUST RD,2,Z20,0247,520563
   788562,1130238,1,08/07/2009,WOLF,WMN,CI,200,605490,6563304,1.1,8.5,2.44 ,CLAY,3400,WAGONDUST RD,2,Z20,0247,747883
   665258,1014724,1,12/12/2008,WOLF,WMN,CI,200,605490,605497,1.1,8.5,1.98 ,CLAY,3448,WAGONDUST RD,2,Z20,0247,520563
   273015,1,1,08/11/1994,,WMN,CI,300,605492,6582778,1.2,8.7,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,861065
   269696,1,1,14/11/1985,,WMN,CI,300,605492,605466,1.1,,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,520558
   268790,1,1,24/01/1984,,WMN,CI,300,605492,6582778,1.1,,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,861065
   267469,1,1,12/03/1981,,WMN,CI,300,605492,6582778,1.1,,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,861065
   698892,1017631,1,23/12/2008,WOLF,WMN,CI,200,605495,605520,1.1,8.5,2.44 ,CLAY,1048,BLOOR ST,2,Z20,0226,520579
  1071135,1404974,1,20/12/2010,WOLF,WMN,CI,150,605496,605497,1.1,8.5,1.98 ,CLAY,3499,BURNINGOAK CR,2,Z20,0247,525526
   918566,1234868,1,22/01/2010,WOLF,WMN,CI,200,605496,605492,1.1,8.7,1.83 ,SACL,corner,WAGONDUST RD,2,Z20,0247,520562
   165594,1,1,05/02/2003,WOLF,WMN,CI,200,605496,605492,1.1,8.7,2.10 ,CLAY,,WAGONDUST RD,2,Z20,0247,520562
   152779,83658,1,06/12/2002,WOLF,WMN,CI,150,605496,605497,1.1,8.7,1.67 ,SACL,,BURNINGOAK CR,2,Z20,0247,525526
   276085,1,1,04/01/1998,,WMN,CI,150,605496,605497,1.1,8.7,0.00 ,,,BURNINGOAK CR,2,Z20,0247,525526
   273277,1,1,29/12/1994,,WMN,CI,200,605496,605492,1.1,8.7,0.00 ,,,WAGONDUST RD,2,Z20,0247,520562
  1536049,1822828,1,31/12/2012,WOLF,WMN,CI,200,605497,605496,1.1,8.3,1.98 ,CLAY,3489,WAGONDUST RD,2,Z20,0247,520564
   462119,645576,1,08/02/2007,WOLF,WMN,CI,200,605497,605496,1.1,8.5,1.70 ,CLAY,3503,WAGONDUST RD,2,Z20,0247,520564
   456443,642080,1,21/01/2007,WOLF,WMN,CI,200,605497,605496,1.3,8.5,1.83 ,CLAY,3489,WAGONDUST RD,2,Z20,0247,520564
   268338,1,1,24/09/1990,,WMN,CI,200,605497,605496,,,0.00 ,,,WAGONDUST RD,2,Z20,0247,520564
   268697,1,1,30/11/1984,,WMN,CI,200,605497,605496,1.1,8.6,0.00 ,,,WAGONDUST RD,2,Z20,0247,520564
