Mitigation_Matrix_Score,,CritPres2D,Tran_main,WL,TARGET_ENVMT_SCR,PAN,WTR,Performance_Level,Hosp_Serv,INFRA_STAT,HANSEN_COM,Condition_Score_Level,BRKS_FVYRS_Level,MI_SCR,STANDARD_CONFOR,Condition_level,Criticality_Score_Level,RiskThresh,FID,TRANS,TARGET_Criticality_SCR,BRKS_FVYRS,TARGET_Performance_Score_Level,TARGET_Mat_Fact,Criticality_Level,DIAMETER,FLP,Hospital,TARGET_Criticality_Level,Source,HL,ST_CLASS,HDL,Model_Mitigation,Criticality_SCR,Performance_Score_Level,HEAD_LOSS_SCR,Maintenance_Cost,School,Age,Med_Centre,BRKS_FVYRS_SCR_TARGET,Shape *,TARGET_Performanc_SCR,MI,TARGET_Model_ Mitigation,TARGET_Condition_Score_Level,RWY,Crit_Rests,CritConsSc,TARGET_Condition_Score,Condition_Score,TARGET_Condition_level,TARGET_RSL,FRM_NODE,TARGET_RSL_SCR,RSL_SCR,WPZ,INST_YR,New_Seg,Mat_Fact,HWY,ENVMT_SCR,TARGET_ACCESS_SCR,TotBrks,HEU,MATERIAL,OBJECTID,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,Performanc_SCR,Active_Ope,DIA_SCR,f,TARGET_DIA_SCR,BRL_SCR_TARGET,TARGET_PAN,SOIL,INSTALL_DA,MATERIAL_CD,TARGET_MITIGATION_Score_Level,ST_DIR,ACCESS_SCR,LT_CARE,Airp_Serv,TARGET_Criticality_Score_Level,BRKS_FVYRS_SCR,BRK_Level,MITIGATION_Score_Level,REPLC_COST,TM,BRKS_FV_YRS_L,TO_NODE,LEN_M,TARGET_Performance_Level,TARGET_MITIGATION_Level_PAN,BRK_SCR,MI_Level,HPU,ESA,RSL_Level,ST_NAME,RSL,CITY,TARGET_QUALIT_SCR,MITIGATION_Level_PAN,ST_TYPE,OPSC,DRAINAGE
2,,38.4,NO,0,9,640,1,2,0,A,517698,Medium,Medium,15,15,3,Moderately High,High,20,0,178.5,16,Moderately Low,0.26,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0588463829,LOCAL,0,,210,Moderately Low,0,121.14844,0,38,0,10.89,Polyline,105,0.130680424,,Very High,0,Fail (Pressure),2 (Low),384.836,280,5,28.12,602385,10,10,2,1979, ,0.5,1,15,9,33,0,DI,129,84.803908,0.1361965536,6.54E-14,0,242.29688,150,YES,5,0.0333752697,7.5,7.35,668.336,C,01-01-1979,DI,RELINE - REHAB, ,15,0,0,Moderately High,5,Very High,RELINE - REHAB,1576,No,0.0660346926,602548,242.29688,2,2,5,High,0,1,High,SOUTH SHERIDAN,18.5,MISSISSAUGA,0,2,WAY,2 (Low),I
2,,37.5,NO,0,0,550,0,2,0,A,526191,Medium,Low,15,15,3,Medium,Low,21,0,52.5,3,Moderately Low,0.26,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2701530576,LOCAL,0,,120,Moderately Low,0,556.170488,1,30,0,10.89,Polyline,105,0.599930095,,Very High,0,Fail (Pressure),2 (Low),384.836,280,5,22.2,595043,10,10,3,1987, ,0.5,0,15,0,14,0,DI,169,389.3193416,0.0125860688,3.00E-13,0,1112.340976,150,YES,5,0.0333752697,7.5,7.35,542.336,CL,01-01-1987,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Low,RELINE - REHAB,1576,No,0.0026970147,595057,1112.340976,2,2,5,High,0,0,High,CHURCH,22.5,MISSISSAUGA,0,2,ST,2 (Low),W
2,,38.3,NO,0,0,510,0,2,0,A,744929,Medium,Medium,15,15,3,Medium,Low,22,0,52.5,10,Moderately Low,0.26,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.104188632,ARTERIAL,0,,120,Moderately Low,0,214.4956005,1,2,0,10.89,Polyline,105,0.231372158,,Very High,0,Fail (Pressure),2 (Low),429.336,240,5,1.48,6561905,15,5,4,2015, ,0.5,0,15,0,17,0,DI,232,150.1469204,0.0396278524,1.16E-13,0,428.991201,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,02-01-1979,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0233105014,607058,428.991201,2,2,5,High,0,0,Medium,ERIN MILLS,36.5,MISSISSAUGA,0,2,PKWY,2 (Low),I
2,,37.6,NO,0,0,510,1,2,0,A,762788,Medium,Low,15,15,3,Medium,Moderate,23,0,52.5,12,Moderately Low,0.26,5,400,1,0,1,TRSUB-TRANSMISSION MAIN,0.1632162362,LOCAL,0,,120,Moderately Low,0,336.017125,0,6,1,10.89,Polyline,105,0.362455021,,Very High,0,Fail (Pressure),2 (Low),429.336,240,5,4.44,6565745,15,5,3,2011, ,0.5,0,15,0,14,0,DI,234,235.2119875,0.0208322716,1.81E-13,0,672.03425,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,01-01-1969,DI,RELINE - REHAB, ,0,1,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0178562328,607075,672.03425,2,2,5,High,0,0,Medium,MAIN,34.5,MISSISSAUGA,0,2,ST,4 (Severe),W
2,,37.6,NO,0,0,510,1,2,0,A,762788,Medium,Low,15,15,3,Medium,Moderate,24,0,52.5,9,Moderately Low,0.26,5,400,1,0,1,TRSUB-TRANSMISSION MAIN,0.1632162362,LOCAL,0,,120,Moderately Low,0,336.017125,0,6,1,10.89,Polyline,105,0.362455021,,Very High,0,Fail (Pressure),2 (Low),429.336,240,5,4.44,6565745,15,5,3,2011, ,0.5,0,15,0,25,0,DI,234,235.2119875,0.0372004849,1.81E-13,0,672.03425,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,01-01-1969,DI,RELINE - REHAB, ,0,1,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0133921746,607075,672.03425,2,2,5,High,0,0,Medium,MAIN,34.5,MISSISSAUGA,0,2,ST,4 (Severe),W
1,,39.9,NO,0,0,230,0,1,0,A,808874,Medium,Medium,5,0,3,Very Low,Moderate,25,0,52.5,9,Very Low,0.26,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0044505905,COLLECTOR,0,,30,Very Low,0,9.162536,0,44,0,10.89,Polyline,0,0.009883446,,Medium,0,Fail (Pressure),2 (Low),251.336,200,3,32.56,6500125,5,10,4,1973, ,0.5,0,0,0,38,0,DI,259,6.4137752,2.0736617024,4.95E-15,0,18.325072,0,YES,5,0.0333752697,7.5,7.35,303.836,CL,02-01-1979,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.4911304032,6573089,18.325072,1,2,5,Low,0,0,High,ERIN MILLS,15.5,MISSISSAUGA,0,1,PKWY,2 (Low),I
1,,37.4,NO,0,0,190,0,1,0,A,837454,Moderately Low,Low,5,0,2,Very Low,Low,26,0,52.5,2,Very Low,0.26,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0028595535,COLLECTOR,0,,30,Very Low,0,5.8870305,0,7,0,10.89,Polyline,0,0.006350223,,Moderately High,0,Fail (Pressure),2 (Low),340.336,160,4,5.18,6576007,15,5,4,2010, ,0.5,0,0,0,7,0,DI,267,4.12092135,0.5945272409,3.18E-15,0,11.774061,0,YES,5,0.0333752697,7.5,7.35,392.836,CL,05-01-2010,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.169864926,6576005,11.774061,1,2,5,Low,0,0,Medium,BATTLEFORD,34,MISSISSAUGA,0,1,RD,2 (Low),I
1,,37.4,NO,0,0,190,0,1,0,A,837454,Moderately Low,Low,5,0,2,Very Low,Low,27,0,52.5,4,Very Low,0.26,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0028595535,COLLECTOR,0,,30,Very Low,0,5.8870305,0,7,0,10.89,Polyline,0,0.006350223,,Moderately High,0,Fail (Pressure),2 (Low),340.336,160,4,5.18,6576007,15,5,4,2010, ,0.5,0,0,0,26,0,DI,267,4.12092135,2.2082440375,3.18E-15,0,11.774061,0,YES,5,0.0333752697,7.5,7.35,392.836,CL,05-01-2010,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.3397298519,6576005,11.774061,1,2,5,Low,0,0,Medium,BATTLEFORD,34,MISSISSAUGA,0,1,RD,2 (Low),I
1,,37.4,NO,0,0,190,0,1,0,A,837454,Moderately Low,Low,5,0,2,Very Low,Low,28,0,52.5,1,Very Low,0.26,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0028595535,COLLECTOR,0,,30,Very Low,0,5.8870305,0,7,0,10.89,Polyline,0,0.006350223,,Moderately High,0,Fail (Pressure),2 (Low),340.336,160,4,5.18,6576007,15,5,4,2010, ,0.5,0,0,0,1,0,DI,267,4.12092135,0.084932463,3.18E-15,0,11.774061,0,YES,5,0.0333752697,7.5,7.35,392.836,CL,05-01-2010,DI,RELINE - REHAB, ,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.084932463,6576005,11.774061,1,2,5,Low,0,0,Medium,BATTLEFORD,34,MISSISSAUGA,0,1,RD,2 (Low),I
3,,38.6,NO,0,0,450,0,2,0,A,807476,Moderately Low,Low,5,0,2,Moderately High,Moderate,29,0,52.5,29,Moderately Low,0.25,5,900,0,0,1,TRSUB-TRANSMISSION MAIN,5.36451887995085E-05,COLLECTOR,0,,180,Moderately Low,15,8.1133575,0,15,0,10.89,Polyline,105,0.006518293,,Moderately High,0,Fail (Pressure),2 (Low),340.336,120,4,11.25,6511424,15,0,5,2002, ,1,0,15,0,31,0,CICPP,280,5.67935025,1.9104298066,5.96E-17,0,16.226715,150,YES,15,0.0261978464,7.5,7.35,497.836,CL,26-08-2002,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Low,RELINE - REHAB,2116,Yes,1.7871762707,6572836,16.226715,2,2,5,Low,0,0,Low,HERITAGE,60,BRAMPTON,0,2,RD,2 (Low),W
3,,38.6,NO,0,0,450,0,2,0,A,807476,Moderately Low,Low,5,0,2,Moderately High,Moderate,30,0,52.5,17,Moderately Low,0.25,5,900,0,0,1,TRSUB-TRANSMISSION MAIN,5.36451887995085E-05,COLLECTOR,0,,180,Moderately Low,15,8.1133575,0,15,0,10.89,Polyline,105,0.006518293,,Moderately High,0,Fail (Pressure),2 (Low),340.336,120,4,11.25,6511424,15,0,5,2002, ,1,0,15,0,18,0,CICPP,280,5.67935025,1.1092818232,5.96E-17,0,16.226715,150,YES,15,0.0261978464,7.5,7.35,497.836,CL,26-08-2002,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Very High,RELINE - REHAB,2116,Yes,1.0476550553,6572836,16.226715,2,2,5,Low,0,0,Low,HERITAGE,60,BRAMPTON,0,2,RD,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Low,15,15,4,Moderately High,Moderate,31,0,178.5,12,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,28,0,CI,312,272.507696,0.0359622871,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,REPLACE,1171,No,0.0154124088,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Low,15,15,4,Moderately High,Moderate,32,0,178.5,3,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,6,0,CI,312,272.507696,0.0077062044,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,REPLACE,1171,No,0.0038531022,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Low,15,15,4,Moderately High,Moderate,33,0,178.5,4,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,6,0,CI,312,272.507696,0.0077062044,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,REPLACE,1171,No,0.0051374696,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Low,15,15,4,Moderately High,Moderate,34,0,178.5,18,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,29,0,CI,312,272.507696,0.0372466545,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,REPLACE,1171,No,0.0231186131,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
2,,38.3,NO,0,9,750,1,4,0,A,518110,Medium,Low,5,15,3,Moderately High,High,35,0,178.5,19,Moderately Low,0.25,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0025264365,ARTERIAL,0,,210,Moderately High,0,5.2012345,0,60,0,10.89,Polyline,168,0.005610469,,Medium,0,Fail (Pressure),2 (Low),251.336,240,3,45,602802,5,15,2,1957, ,0.3,0,15,9,22,0,CI,321,3.64086415,2.1148825341,2.81E-15,15,10.402469,300,YES,5,0.0333752697,7.5,7.35,597.836,CL,01-01-1957,CI,RELINE - REHAB,W,15,0,0,Moderately High,5,Low,REPLACE,1576,No,1.8264894613,602801,10.402469,2,2,5,Low,0,1,Very High,DUNDAS,4.5,MISSISSAUGA,9,3,ST,2 (Low),W
2,,38.3,NO,0,9,710,1,4,0,A,518110,Medium,Medium,5,15,3,Moderately High,High,36,0,178.5,0,Moderately Low,0.25,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0025264365,ARTERIAL,0,,210,Moderately High,0,5.2012345,0,60,0,6,Polyline,168,0.005610469,,Medium,0,Fail (Pressure),2 (Low),207.815,200,3,45,602802,5,15,2,1957, ,0.3,0,15,9,12,0,CI,321,3.64086415,1.1535722913,2.81E-15,15,10.402469,300,YES,5,0.0333752697,7.5,7.35,554.315,CL,01-01-1957,CI,RELINE - REHAB,W,15,0,0,Moderately High,0,Medium,REPLACE,1576,No,0,602801,10.402469,2,2,5,Low,0,1,Very High,DUNDAS,4.5,MISSISSAUGA,9,3,ST,2 (Low),W
2,,38.3,NO,0,9,830,1,4,0,A,518178,Moderately High,Medium,15,15,4,Moderately High,High,37,0,178.5,21,Moderately Low,0.25,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0384649324,ARTERIAL,0,,210,Moderately High,0,79.188666,0,60,0,10.89,Polyline,168,0.085419246,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,45,602800,5,15,2,1957, ,0.3,0,15,9,30,0,CI,323,55.4320662,0.1894210467,4.27E-14,15,158.377332,300,YES,5,0.0333752697,7.5,7.35,686.836,CL,01-01-1957,CI,RELINE - REHAB,W,15,0,0,Moderately High,5,Medium,REPLACE,1576,No,0.1325947327,602799,158.377332,2,2,5,High,0,1,Very High,DUNDAS,4.5,MISSISSAUGA,9,3,ST,2 (Low),W
2,,38.3,NO,0,9,830,1,4,0,A,518178,Moderately High,Low,15,15,4,Moderately High,High,38,0,178.5,14,Moderately Low,0.25,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0384649324,ARTERIAL,0,,210,Moderately High,0,79.188666,0,60,0,10.89,Polyline,168,0.085419246,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,45,602800,5,15,2,1957, ,0.3,0,15,9,39,0,CI,323,55.4320662,0.2462473607,4.27E-14,15,158.377332,300,YES,5,0.0333752697,7.5,7.35,686.836,CL,01-01-1957,CI,RELINE - REHAB,W,15,0,0,Moderately High,5,Low,REPLACE,1576,No,0.0883964885,602799,158.377332,2,2,5,High,0,1,Very High,DUNDAS,4.5,MISSISSAUGA,9,3,ST,2 (Low),W
2,,38.3,NO,0,9,830,1,4,0,A,518178,Moderately High,Medium,15,15,4,Moderately High,High,39,0,178.5,5,Moderately Low,0.25,5,400,1,0,4,TRSUB-TRANSMISSION MAIN,0.0384649324,ARTERIAL,0,,210,Moderately High,0,79.188666,0,60,0,10.89,Polyline,168,0.085419246,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,45,602800,5,15,2,1957, ,0.3,0,15,9,15,0,CI,323,55.4320662,0.0947105233,4.27E-14,15,158.377332,300,YES,5,0.0333752697,7.5,7.35,686.836,CL,01-01-1957,CI,RELINE - REHAB,W,15,0,0,Moderately High,5,Low,REPLACE,1576,No,0.0315701744,602799,158.377332,2,2,5,High,0,1,Very High,DUNDAS,4.5,MISSISSAUGA,9,3,ST,2 (Low),W
2,,38.9,NO,0,0,660,0,4,0,A,523866,Medium,Low,5,15,3,Medium,Low,40,0,52.5,2,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0020708697,COLLECTOR,0,,120,Moderately High,0,4.2633485,0,117,1,10.89,Polyline,168,0.00459879,,Medium,0,Fail (Pressure),2 (Low),206.836,240,3,87.75,594272,0,15,4,1900, ,0.3,0,15,0,16,0,CI,347,2.98434395,1.8764593136,2.30E-15,15,8.526697,300,YES,5,0.0333752697,7.5,7.35,427.336,CL,02-01-1979,CI,RELINE - REHAB, ,0,1,0,Very Low,5,Low,RELINE - REHAB,1576,No,0.2345574142,594271,8.526697,2,2,5,Low,0,0,Very High,ERIN MILLS,-12.6,MISSISSAUGA,9,2,PKWY,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Medium,15,15,4,Moderately High,Moderate,41,0,178.5,1,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,25,0,CI,312,272.507696,0.0321091849,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,REPLACE,1171,No,0.0012843674,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
2,,37.5,NO,0,9,800,0,4,0,A,515665,Moderately High,Medium,15,15,4,Moderately High,Moderate,42,0,178.5,4,Moderately Low,0.25,5,300,0,0,4,TRSUB-TRANSMISSION MAIN,0.8749199561,ARTERIAL,0,,180,Moderately High,0,389.2967085,0,42,0,10.89,Polyline,168,0.565161746,,Moderately High,0,Fail (Pressure),2 (Low),340.336,320,4,31.5,595032,5,15,3,1975, ,0.3,0,15,9,15,0,CI,312,272.507696,0.0192655109,9.72E-13,15,778.593417,300,YES,0,0.0366451703,7.5,7.35,686.836,CL,12-01-1975,CI,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,REPLACE,1171,No,0.0051374696,594731,778.593417,2,2,5,High,0,1,Very High,MISSISSAUGA,9.9,MISSISSAUGA,9,3,RD,2 (Low),W
1,,38.9,NO,0,0,270,0,1,0,A,511998,Medium,Low,15,0,3,Very Low,Low,43,0,52.5,6,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1386218556,LOCAL,0,,30,Very Low,0,285.384092,0,31,0,10.89,Polyline,0,0.30783817,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,23.25,596409,10,5,5,1986, ,1,0,0,0,11,0,CPP,524,199.7688644,0.0192722725,1.54E-13,0,570.768184,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1986,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0105121487,596413,570.768184,1,2,5,High,0,0,Medium,MEADOWPINE,44,MISSISSAUGA,0,1,BLVD,2 (Low),I
1,,38.5,NO,0,0,270,0,1,0,A,511996,Medium,Medium,15,0,3,Very Low,Low,44,0,52.5,0,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0376450988,LOCAL,0,,30,Very Low,0,77.500855,0,47,0,6,Polyline,0,0.083598638,,Moderately High,0,Fail (Pressure),2 (Low),296.815,240,4,35.25,596413,5,10,5,1970, ,1,1,0,0,22,0,CPP,522,54.2505985,0.141933918,4.18E-14,0,155.00171,0,YES,5,0.0333752697,7.5,7.35,349.315,CL,01-01-1970,CPP,RELINE - REHAB, ,0,0,0,Very Low,0,Low,DO NOTHING,1576,No,0,596414,155.00171,1,2,5,High,0,0,High,WINSTON CHURCHILL,28,BRAMPTON,0,1,BLVD,2 (Low),I
1,,38.9,NO,0,0,270,0,1,0,A,511998,Medium,Low,15,0,3,Very Low,Low,45,0,52.5,15,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1386218556,LOCAL,0,,30,Very Low,0,285.384092,0,31,0,10.89,Polyline,0,0.30783817,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,23.25,596409,10,5,5,1986, ,1,0,0,0,24,0,CPP,524,199.7688644,0.0420485946,1.54E-13,0,570.768184,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1986,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.0262803716,596413,570.768184,1,2,5,High,0,0,Medium,MEADOWPINE,44,MISSISSAUGA,0,1,BLVD,2 (Low),I
1,,38.9,NO,0,0,270,0,1,0,A,511998,Medium,Low,15,0,3,Very Low,Low,46,0,52.5,7,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1386218556,LOCAL,0,,30,Very Low,0,285.384092,0,31,0,10.89,Polyline,0,0.30783817,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,23.25,596409,10,5,5,1986, ,1,0,0,0,8,0,CPP,524,199.7688644,0.0140161982,1.54E-13,0,570.768184,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1986,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.0122641734,596413,570.768184,1,2,5,High,0,0,Medium,MEADOWPINE,44,MISSISSAUGA,0,1,BLVD,2 (Low),I
1,,38.9,NO,0,0,270,0,1,0,A,511998,Medium,Medium,15,0,3,Very Low,Low,47,0,52.5,4,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1386218556,LOCAL,0,,30,Very Low,0,285.384092,0,31,0,10.89,Polyline,0,0.30783817,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,23.25,596409,10,5,5,1986, ,1,0,0,0,31,0,CPP,524,199.7688644,0.0543127681,1.54E-13,0,570.768184,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1986,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.0070080991,596413,570.768184,1,2,5,High,0,0,Medium,MEADOWPINE,44,MISSISSAUGA,0,1,BLVD,2 (Low),I
2,,39.4,NO,0,9,600,0,2,0,A,512671,Medium,Low,15,15,3,Moderately High,Moderate,48,0,178.5,21,Moderately Low,0.25,5,400,0,0,4,TRSUB-TRANSMISSION MAIN,0.0655325559,ARTERIAL,0,,210,Moderately Low,0,134.9134225,0,34,0,10.89,Polyline,105,0.145528438,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,25.5,595593,10,5,3,1983, ,1,1,15,9,33,0,CPP,543,94.43939575,0.1223006554,7.28E-14,0,269.826845,150,YES,5,0.0333752697,7.5,7.35,668.336,CL,01-01-1983,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1576,No,0.0778276898,606878,269.826845,2,2,5,High,0,1,Medium,RATHKEALE,41,MISSISSAUGA,0,2,RD,4 (Severe),I
2,,37.8,NO,0,9,600,0,2,0,A,512713,Medium,Low,15,15,3,Moderately High,Moderate,49,0,178.5,14,Moderately Low,0.25,5,400,0,0,4,TRSUB-TRANSMISSION MAIN,0.2575952201,LOCAL,0,,210,Moderately Low,0,530.317371,0,28,0,10.89,Polyline,105,0.572042849,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596082,10,5,3,1989, ,1,0,15,9,21,0,CPP,545,371.2221597,0.0197994646,2.86E-13,0,1060.634742,150,YES,5,0.0333752697,7.5,7.35,668.336,CL,04-01-1989,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1576,No,0.013199643,596067,1060.634742,2,2,5,High,0,1,Medium,RATHKEALE,47,MISSISSAUGA,0,2,RD,4 (Severe),I
2,,37.8,NO,0,9,600,0,2,0,A,512713,Medium,Low,15,15,3,Moderately High,Moderate,50,0,178.5,6,Moderately Low,0.25,5,400,0,0,4,TRSUB-TRANSMISSION MAIN,0.2575952201,LOCAL,0,,210,Moderately Low,0,530.317371,0,28,0,10.89,Polyline,105,0.572042849,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596082,10,5,3,1989, ,1,0,15,9,12,0,CPP,545,371.2221597,0.0113139798,2.86E-13,0,1060.634742,150,YES,5,0.0333752697,7.5,7.35,668.336,CL,04-01-1989,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,RELINE - REHAB,1576,No,0.0056569899,596067,1060.634742,2,2,5,High,0,1,Medium,RATHKEALE,47,MISSISSAUGA,0,2,RD,4 (Severe),I
2,,37.8,NO,0,9,600,0,2,0,A,512713,Medium,Low,15,15,3,Moderately High,Moderate,51,0,178.5,11,Moderately Low,0.25,5,400,0,0,4,TRSUB-TRANSMISSION MAIN,0.2575952201,LOCAL,0,,210,Moderately Low,0,530.317371,0,28,0,10.89,Polyline,105,0.572042849,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596082,10,5,3,1989, ,1,0,15,9,16,0,CPP,545,371.2221597,0.0150853063,2.86E-13,0,1060.634742,150,YES,5,0.0333752697,7.5,7.35,668.336,CL,04-01-1989,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Medium,RELINE - REHAB,1576,No,0.0103711481,596067,1060.634742,2,2,5,High,0,1,Medium,RATHKEALE,47,MISSISSAUGA,0,2,RD,4 (Severe),I
