fuzzy_criticality_model,naive_bayes_Condition_Score,naive_bayes_condition_model_nb_pred,fuzzy_Criticality_SCR,FID,fuzzy_condition_model,fuzzy_Condition_Score
120,132.0,,120,3480,160,160
210,88.0,,210,3284,120,120
30,264.0,,30,3482,280,280
120,88.0,,120,3485,120,120
180,88.0,,180,2669,120,120
120,88.0,,120,3487,120,120
120,88.0,,120,3486,120,120
270,132.0,,270,3649,160,160
270,264.0,,270,3648,280,280
120,264.0,,120,3074,280,280
180,132.0,,180,3646,160,160
180,88.0,,180,3645,120,120
180,88.0,,180,3644,120,120
180,352.0,,180,3643,360,360
180,264.0,,180,3642,280,280
180,88.0,,180,3641,120,120
180,308.0,,180,3640,320,320
30,220.0,,30,2550,240,240
30,176.0,,30,2551,200,200
30,132.0,,30,2552,160,160
210,264.0,,210,2553,280,280
210,308.0,,210,2554,320,320
30,132.0,,30,2555,160,160
30,176.0,,30,2556,200,200
30,176.0,,30,2557,200,200
210,132.0,,210,2558,160,160
210,132.0,,210,2559,160,160
120,352.0,,120,3007,360,360
210,88.0,,210,2396,120,120
210,88.0,,210,2397,120,120
210,132.0,,210,2394,160,160
210,132.0,,210,2395,160,160
210,88.0,,210,2392,120,120
210,88.0,,210,2393,120,120
210,88.0,,210,2390,120,120
210,88.0,,210,2391,120,120
30,308.0,,30,3001,320,320
210,88.0,,210,2398,120,120
210,132.0,,210,2399,160,160
30,220.0,,30,2778,240,240
30,220.0,,30,2779,240,240
30,264.0,,30,3003,280,280
210,88.0,,210,3282,120,120
30,220.0,,30,2770,240,240
120,220.0,,120,2771,240,240
30,308.0,,30,2772,320,320
30,220.0,,30,2773,240,240
30,220.0,,30,2774,240,240
120,220.0,,120,2775,240,240
120,220.0,,120,2776,240,240
30,176.0,,30,2777,200,200
180,220.0,,180,4081,240,240
120,132.0,,120,3166,160,160
270,176.0,,270,2751,200,200
180,132.0,,180,2803,160,160
30,220.0,,30,3940,240,240
210,176.0,,210,3164,200,200
270,176.0,,270,1858,200,200
270,176.0,,270,1859,200,200
30,220.0,,30,3165,240,240
120,88.0,,120,3281,120,120
270,176.0,,270,1850,200,200
270,132.0,,270,1851,160,160
270,352.0,,270,1852,360,360
270,176.0,,270,1853,200,200
270,264.0,,270,1854,280,280
270,220.0,,270,1855,240,240
270,176.0,,270,1856,200,200
270,220.0,,270,1857,240,240
210,264.0,,210,2172,280,280
30,132.0,,30,2173,160,160
210,264.0,,210,2170,280,280
210,176.0,,210,2171,200,200
270,176.0,,270,919,200,200
210,220.0,,210,918,240,240
210,220.0,,210,2174,240,240
210,176.0,,210,2175,200,200
120,220.0,,120,915,240,240
30,264.0,,30,914,280,280
30,264.0,,30,917,280,280
120,220.0,,120,916,240,240
120,308.0,,120,911,320,320
180,88.0,,180,910,120,120
180,88.0,,180,913,120,120
210,264.0,,210,912,280,280
120,88.0,,120,2604,120,120
120,88.0,,120,2605,120,120
120,88.0,,120,2606,120,120
120,88.0,,120,2607,120,120
120,132.0,,120,2600,160,160
30,220.0,,30,2601,240,240
30,176.0,,30,2602,200,200
120,88.0,,120,2603,120,120
30,264.0,,30,3846,280,280
30,352.0,,30,2608,360,360
30,176.0,,30,2609,200,200
180,352.0,,180,1933,360,360
0,308.0,,0,1932,320,320
0,176.0,,0,1931,200,200
0,220.0,,0,1930,240,240
180,396.0,,180,1937,400,400
180,308.0,,180,1936,320,320
180,396.0,,180,1935,400,400
180,308.0,,180,1934,320,320
210,88.0,,210,3269,120,120
210,88.0,,210,3268,120,120
180,264.0,,180,1939,280,280
180,220.0,,180,1938,240,240
30,88.0,,30,3369,120,120
180,132.0,,180,847,160,160
180,88.0,,180,846,120,120
180,88.0,,180,845,120,120
180,88.0,,180,844,120,120
270,132.0,,270,843,160,160
270,132.0,,270,842,160,160
270,88.0,,270,841,120,120
270,88.0,,270,840,120,120
270,176.0,,270,849,200,200
180,176.0,,180,848,200,200
120,88.0,,120,3364,120,120
210,88.0,,210,2406,120,120
210,132.0,,210,663,160,160
210,176.0,,210,1587,200,200
210,352.0,,210,2407,360,360
210,220.0,,210,1739,240,240
210,220.0,,210,1738,240,240
210,176.0,,210,1731,200,200
210,176.0,,210,1730,200,200
210,88.0,,210,1733,120,120
210,88.0,,210,1732,120,120
210,132.0,,210,662,160,160
210,264.0,,210,1734,280,280
210,220.0,,210,1737,240,240
210,220.0,,210,1736,240,240
0,132.0,,0,3895,160,160
210,88.0,,210,2404,120,120
180,88.0,,180,753,120,120
150,220.0,,150,752,240,240
270,220.0,,270,751,240,240
270,176.0,,270,750,200,200
180,352.0,,180,757,360,360
180,88.0,,180,756,120,120
180,88.0,,180,755,120,120
180,88.0,,180,754,120,120
180,132.0,,180,759,160,160
180,132.0,,180,758,160,160
180,264.0,,180,3780,280,280
210,396.0,,210,1595,400,400
210,132.0,,210,506,160,160
210,176.0,,210,1597,200,200
210,220.0,,210,1596,240,240
210,132.0,,210,1591,160,160
210,220.0,,210,1590,240,240
210,132.0,,210,1593,160,160
210,264.0,,210,1033,280,280
240,220.0,,240,2954,240,240
240,176.0,,240,2955,200,200
240,176.0,,240,2956,200,200
60,220.0,,60,2957,240,240
210,176.0,,210,1599,200,200
210,88.0,,210,504,120,120
240,176.0,,240,2952,200,200
180,264.0,,180,2953,280,280
210,308.0,,210,1025,320,320
210,308.0,,210,1024,320,320
210,176.0,,210,1027,200,200
210,132.0,,210,1031,160,160
210,264.0,,210,1021,280,280
210,220.0,,210,1020,240,240
210,264.0,,210,1023,280,280
210,176.0,,210,1022,200,200
210,264.0,,210,1036,280,280
180,264.0,,180,3785,280,280
210,220.0,,210,1029,240,240
210,176.0,,210,1028,200,200
210,88.0,,210,1037,120,120
210,176.0,,210,1034,200,200
210,220.0,,210,1035,240,240
30,264.0,,30,3951,280,280
210,88.0,,210,605,120,120
210,220.0,,210,604,240,240
210,88.0,,210,607,120,120
210,88.0,,210,606,120,120
210,220.0,,210,601,240,240
210,308.0,,210,600,320,320
210,132.0,,210,603,160,160
210,176.0,,210,602,200,200
210,264.0,,210,1205,280,280
210,176.0,,210,1204,200,200
210,176.0,,210,1207,200,200
210,176.0,,210,1206,200,200
210,88.0,,210,609,120,120
210,352.0,,210,1200,360,360
210,264.0,,210,1203,280,280
210,264.0,,210,1202,280,280
210,264.0,,210,1211,280,280
120,264.0,,120,3997,280,280
210,176.0,,210,634,200,200
210,220.0,,210,635,240,240
120,220.0,,120,3108,240,240
210,176.0,,210,1214,200,200
210,132.0,,210,3104,160,160
30,396.0,,30,3105,400,400
30,308.0,,30,3106,320,320
210,264.0,,210,1215,280,280
210,132.0,,210,3100,160,160
30,132.0,,30,3101,160,160
210,176.0,,210,3102,200,200
210,132.0,,210,3103,160,160
210,352.0,,210,1111,360,360
210,308.0,,210,1110,320,320
210,176.0,,210,1113,200,200
210,176.0,,210,1112,200,200
210,308.0,,210,1115,320,320
210,308.0,,210,1114,320,320
210,220.0,,210,1117,240,240
210,176.0,,210,464,200,200
210,132.0,,210,1119,160,160
210,308.0,,210,1118,320,320
30,88.0,,30,467,120,120
210,88.0,,210,1449,120,120
210,220.0,,210,1448,240,240
270,132.0,,270,4093,160,160
180,220.0,,180,4092,240,240
180,352.0,,180,4091,360,360
30,88.0,,30,466,120,120
270,220.0,,270,4097,240,240
270,176.0,,270,4096,200,200
270,176.0,,270,4095,200,200
270,220.0,,270,4094,240,240
30,88.0,,30,1357,120,120
180,220.0,,180,4099,240,240
270,176.0,,270,4098,200,200
210,132.0,,210,460,160,160
30,132.0,,30,1355,160,160
30,132.0,,30,489,160,160
30,88.0,,30,488,120,120
30,88.0,,30,487,120,120
210,132.0,,210,486,160,160
210,132.0,,210,485,160,160
210,308.0,,210,1354,320,320
210,132.0,,210,483,160,160
30,132.0,,30,482,160,160
120,176.0,,120,481,200,200
120,176.0,,120,480,200,200
30,220.0,,30,3705,240,240
30,220.0,,30,3922,240,240
30,264.0,,30,3923,280,280
30,308.0,,30,3920,320,320
30,220.0,,30,3921,240,240
30,88.0,,30,3299,120,120
0,264.0,,0,3927,280,280
30,264.0,,30,3924,280,280
0,264.0,,0,3925,280,280
30,220.0,,30,3952,240,240
30,220.0,,30,3928,240,240
30,352.0,,30,3929,360,360
180,176.0,,180,3993,200,200
180,132.0,,180,3647,160,160
120,220.0,,120,3992,240,240
0,264.0,,0,3856,280,280
180,0.0,,180,3857,40,40
180,440.0,,180,3854,440,440
180,396.0,,180,3855,400,400
0,264.0,,0,3852,280,280
180,264.0,,180,3853,280,280
0,176.0,,0,3850,200,200
120,220.0,,120,3851,240,240
210,0.0,,210,3858,40,40
210,0.0,,210,3859,40,40
0,352.0,,0,3848,360,360
120,352.0,,120,3005,360,360
210,88.0,,210,3283,120,120
210,176.0,,210,4012,200,200
180,264.0,,180,2898,280,280
120,220.0,,120,3004,240,240
180,88.0,,180,3665,120,120
240,176.0,,240,2896,200,200
210,132.0,,210,199,160,160
210,132.0,,210,198,160,160
270,88.0,,270,3664,120,120
210,132.0,,210,195,160,160
210,220.0,,210,194,240,240
210,88.0,,210,197,120,120
210,132.0,,210,196,160,160
210,132.0,,210,191,160,160
210,132.0,,210,190,160,160
210,176.0,,210,193,200,200
210,132.0,,210,192,160,160
120,264.0,,120,3678,280,280
120,220.0,,120,3679,240,240
30,264.0,,30,3672,280,280
30,220.0,,30,3673,240,240
30,220.0,,30,3670,240,240
210,176.0,,210,2408,200,200
30,264.0,,30,3676,280,280
30,264.0,,30,3677,280,280
30,220.0,,30,3674,240,240
30,308.0,,30,3675,320,320
30,220.0,,30,2543,240,240
210,176.0,,210,1454,200,200
30,396.0,,30,2541,400,400
120,264.0,,120,2540,280,280
30,220.0,,30,2547,240,240
30,220.0,,30,2546,240,240
30,220.0,,30,2545,240,240
210,220.0,,210,1455,240,240
30,132.0,,30,3006,160,160
30,132.0,,30,2549,160,160
30,220.0,,30,2548,240,240
210,220.0,,210,1456,240,240
120,132.0,,120,2381,160,160
120,88.0,,120,2380,120,120
30,132.0,,30,2383,160,160
210,176.0,,210,1457,200,200
210,220.0,,210,2385,240,240
210,132.0,,210,2384,160,160
210,440.0,,210,2387,440,440
210,176.0,,210,2386,200,200
210,132.0,,210,2389,160,160
210,88.0,,210,1450,120,120
210,132.0,,210,1451,160,160
180,132.0,,180,3580,160,160
180,132.0,,180,3581,160,160
120,220.0,,120,2769,240,240
120,220.0,,120,2768,240,240
180,352.0,,180,3584,360,360
210,176.0,,210,1452,200,200
180,220.0,,180,3586,240,240
30,132.0,,30,3259,160,160
270,88.0,,270,2763,120,120
270,88.0,,270,2762,120,120
270,176.0,,270,2761,200,200
210,132.0,,210,1453,160,160
120,220.0,,120,2767,240,240
270,132.0,,270,2766,160,160
270,132.0,,270,2765,160,160
270,132.0,,270,2764,160,160
210,176.0,,210,1949,200,200
30,264.0,,30,2007,280,280
120,132.0,,120,902,160,160
120,88.0,,120,903,120,120
180,132.0,,180,900,160,160
30,132.0,,30,901,160,160
210,132.0,,210,906,160,160
270,88.0,,270,907,120,120
30,176.0,,30,904,200,200
120,308.0,,120,905,320,320
270,176.0,,270,1843,200,200
210,176.0,,210,1511,200,200
210,88.0,,210,908,120,120
30,220.0,,30,909,240,240
270,264.0,,270,1847,280,280
270,176.0,,270,1846,200,200
270,132.0,,270,1845,160,160
270,220.0,,270,1844,240,240
120,88.0,,120,3250,120,120
210,176.0,,210,2169,200,200
210,132.0,,210,2168,160,160
120,88.0,,120,3251,120,120
210,132.0,,210,2165,160,160
210,264.0,,210,2164,280,280
210,132.0,,210,2167,160,160
210,176.0,,210,2166,200,200
30,176.0,,30,2161,200,200
30,132.0,,30,2160,160,160
210,264.0,,210,2163,280,280
210,264.0,,210,2162,280,280
120,132.0,,120,2617,160,160
210,176.0,,210,2616,200,200
210,176.0,,210,2615,200,200
210,88.0,,210,2614,120,120
120,176.0,,120,2613,200,200
120,132.0,,120,2612,160,160
30,176.0,,30,2611,200,200
30,220.0,,30,2610,240,240
120,88.0,,120,3254,120,120
210,352.0,,210,4082,360,360
210,88.0,,210,2619,120,120
210,132.0,,210,1947,160,160
180,264.0,,180,4083,280,280
30,88.0,,30,3298,120,120
210,88.0,,210,3256,120,120
270,132.0,,270,1908,160,160
270,88.0,,270,1909,120,120
270,176.0,,270,1906,200,200
270,88.0,,270,1907,120,120
210,220.0,,210,1904,240,240
270,88.0,,270,1905,120,120
270,176.0,,270,1902,200,200
270,176.0,,270,1903,200,200
270,176.0,,270,1900,200,200
30,88.0,,30,1901,120,120
270,176.0,,270,854,200,200
270,132.0,,270,855,160,160
270,88.0,,270,856,120,120
270,88.0,,270,857,120,120
270,176.0,,270,850,200,200
270,264.0,,270,851,280,280
270,264.0,,270,852,280,280
180,132.0,,180,819,160,160
30,220.0,,30,3458,240,240
30,264.0,,30,3459,280,280
270,88.0,,270,858,120,120
270,88.0,,270,859,120,120
30,132.0,,30,3293,160,160
180,220.0,,180,4088,240,240
30,176.0,,30,6,200,200
30,88.0,,30,2463,120,120
0,396.0,,0,3864,400,400
180,132.0,,180,740,160,160
180,132.0,,180,741,160,160
180,132.0,,180,742,160,160
180,132.0,,180,743,160,160
180,132.0,,180,744,160,160
180,176.0,,180,745,200,200
180,132.0,,180,746,160,160
180,176.0,,180,747,200,200
180,132.0,,180,748,160,160
180,132.0,,180,749,160,160
240,176.0,,240,2912,200,200
30,176.0,,30,3063,200,200
30,264.0,,30,3062,280,280
30,176.0,,30,3061,200,200
270,88.0,,270,1798,120,120
30,352.0,,30,3067,360,360
120,220.0,,120,3066,240,240
240,176.0,,240,2949,200,200
240,176.0,,240,2948,200,200
240,264.0,,240,2947,280,280
240,176.0,,240,2946,200,200
180,264.0,,180,2945,280,280
180,308.0,,180,2944,320,320
180,308.0,,180,2943,320,320
180,308.0,,180,2942,320,320
180,264.0,,180,2941,280,280
180,308.0,,180,2940,320,320
210,220.0,,210,1050,240,240
210,308.0,,210,1051,320,320
210,44.0,,210,1052,80,80
210,264.0,,210,1053,280,280
210,220.0,,210,1054,240,240
210,352.0,,210,1055,360,360
270,440.0,,270,1056,440,440
270,308.0,,270,1057,320,320
210,220.0,,210,1058,240,240
210,220.0,,210,1059,240,240
180,308.0,,180,2917,320,320
210,220.0,,210,1696,240,240
210,220.0,,210,1697,240,240
210,308.0,,210,1694,320,320
210,220.0,,210,1695,240,240
210,264.0,,210,1692,280,280
210,220.0,,210,1693,240,240
210,132.0,,210,1690,160,160
210,176.0,,210,1691,200,200
210,132.0,,210,2595,160,160
270,88.0,,270,1791,120,120
210,220.0,,210,1698,240,240
210,220.0,,210,1699,240,240
210,220.0,,210,1278,240,240
210,220.0,,210,1279,240,240
210,176.0,,210,618,200,200
210,176.0,,210,619,200,200
210,176.0,,210,612,200,200
210,176.0,,210,613,200,200
210,132.0,,210,610,160,160
210,132.0,,210,611,160,160
210,132.0,,210,616,160,160
210,132.0,,210,617,160,160
210,176.0,,210,614,200,200
210,132.0,,210,615,160,160
240,176.0,,240,1795,200,200
270,308.0,,270,1794,320,320
120,264.0,,120,3333,280,280
30,220.0,,30,3119,240,240
210,220.0,,210,1491,240,240
30,176.0,,30,3117,200,200
120,132.0,,120,3116,160,160
120,132.0,,120,3115,160,160
30,220.0,,30,3114,240,240
30,220.0,,30,3113,240,240
30,264.0,,30,3112,280,280
210,176.0,,210,2469,200,200
120,220.0,,120,3110,240,240
210,220.0,,210,1472,240,240
210,220.0,,210,1473,240,240
210,88.0,,210,1470,120,120
210,88.0,,210,1471,120,120
210,176.0,,210,1476,200,200
210,176.0,,210,1477,200,200
210,132.0,,210,1474,160,160
210,132.0,,210,1475,160,160
30,176.0,,30,3337,200,200
210,132.0,,210,1478,160,160
210,176.0,,210,1479,200,200
30,88.0,,30,3336,120,120
210,220.0,,210,1304,240,240
210,220.0,,210,1305,240,240
210,176.0,,210,1306,200,200
210,132.0,,210,1307,160,160
210,132.0,,210,1300,160,160
210,264.0,,210,1301,280,280
210,264.0,,210,1302,280,280
210,220.0,,210,1303,240,240
30,308.0,,30,1497,320,320
210,308.0,,210,1308,320,320
210,264.0,,210,1309,280,280
210,88.0,,210,3308,120,120
270,264.0,,270,3590,280,280
30,176.0,,30,498,200,200
120,176.0,,120,499,200,200
120,176.0,,120,3280,200,200
30,132.0,,30,494,160,160
30,176.0,,30,495,200,200
120,264.0,,120,496,280,280
30,176.0,,30,497,200,200
30,132.0,,30,490,160,160
30,132.0,,30,491,160,160
30,176.0,,30,492,200,200
30,132.0,,30,493,160,160
120,176.0,,120,24,200,200
30,176.0,,30,25,200,200
30,220.0,,30,26,240,240
30,220.0,,30,27,240,240
210,352.0,,210,20,360,360
120,176.0,,120,21,200,200
120,220.0,,120,22,240,240
120,176.0,,120,23,200,200
180,308.0,,180,3732,320,320
30,132.0,,30,2593,160,160
30,220.0,,30,28,240,240
180,176.0,,180,29,200,200
30,88.0,,30,3262,120,120
30,308.0,,30,3939,320,320
30,264.0,,30,3938,280,280
30,220.0,,30,3935,240,240
30,264.0,,30,3934,280,280
30,264.0,,30,3937,280,280
30,220.0,,30,3936,240,240
30,132.0,,30,3931,160,160
30,220.0,,30,3930,240,240
30,264.0,,30,3933,280,280
120,88.0,,120,2599,120,120
210,220.0,,210,1703,240,240
210,88.0,,210,3265,120,120
120,132.0,,120,3224,160,160
180,88.0,,180,3841,120,120
180,44.0,,180,3840,80,80
120,88.0,,120,3264,120,120
270,88.0,,270,1875,120,120
30,220.0,,30,3845,240,240
30,352.0,,30,3844,360,360
180,264.0,,180,3847,280,280
210,176.0,,210,1709,200,200
0,220.0,,0,3849,240,240
30,308.0,,30,3671,320,320
30,352.0,,30,3916,360,360
210,88.0,,210,3267,120,120
210,88.0,,210,4044,120,120
210,88.0,,210,4045,120,120
210,88.0,,210,4046,120,120
210,88.0,,210,4047,120,120
30,264.0,,30,4040,280,280
210,88.0,,210,4041,120,120
210,264.0,,210,4042,280,280
210,88.0,,210,4043,120,120
30,220.0,,30,3910,240,240
210,88.0,,210,4048,120,120
210,88.0,,210,4049,120,120
210,176.0,,210,3266,200,200
180,264.0,,180,3786,280,280
30,176.0,,30,7,200,200
270,176.0,,270,3982,200,200
210,264.0,,210,1879,280,280
30,88.0,,30,2288,120,120
30,88.0,,30,2289,120,120
180,88.0,,180,3667,120,120
180,88.0,,180,3666,120,120
180,132.0,,180,3661,160,160
180,176.0,,180,3660,200,200
270,176.0,,270,3663,200,200
30,176.0,,30,2050,200,200
30,88.0,,30,2280,120,120
30,88.0,,30,2281,120,120
30,88.0,,30,2282,120,120
30,88.0,,30,2283,120,120
30,88.0,,30,2284,120,120
30,88.0,,30,2285,120,120
30,88.0,,30,2286,120,120
30,88.0,,30,2287,120,120
270,88.0,,270,3815,120,120
180,264.0,,180,972,280,280
30,132.0,,30,2578,160,160
210,176.0,,210,2579,200,200
30,132.0,,30,2576,160,160
30,132.0,,30,2577,160,160
120,264.0,,120,2574,280,280
30,220.0,,30,2056,240,240
30,176.0,,30,2572,200,200
120,176.0,,120,2573,200,200
120,176.0,,120,2570,200,200
30,176.0,,30,2571,200,200
30,220.0,,30,3690,240,240
180,132.0,,180,2378,160,160
120,88.0,,120,2379,120,120
30,264.0,,30,3691,280,280
120,88.0,,120,2374,120,120
180,88.0,,180,2375,120,120
180,176.0,,180,2376,200,200
180,176.0,,180,2377,200,200
30,220.0,,30,2370,240,240
30,176.0,,30,2371,200,200
210,132.0,,210,2372,160,160
210,88.0,,210,2373,120,120
30,308.0,,30,2594,320,320
210,352.0,,210,1087,360,360
210,88.0,,210,2596,120,120
30,176.0,,30,2597,200,200
210,88.0,,210,2590,120,120
30,132.0,,30,2591,160,160
30,88.0,,30,2592,120,120
210,308.0,,210,1086,320,320
180,176.0,,180,3599,200,200
180,132.0,,180,3598,160,160
30,176.0,,30,2598,200,200
210,308.0,,210,1085,320,320
30,220.0,,30,3695,240,240
270,132.0,,270,1876,160,160
270,88.0,,270,1877,120,120
270,88.0,,270,1874,120,120
210,308.0,,210,1084,320,320
270,132.0,,270,1872,160,160
270,88.0,,270,1873,120,120
270,220.0,,270,1870,240,240
270,176.0,,270,1871,200,200
210,352.0,,210,1083,360,360
210,220.0,,210,1878,240,240
210,220.0,,210,1082,240,240
180,264.0,,180,977,280,280
180,220.0,,180,976,240,240
180,308.0,,180,975,320,320
180,220.0,,180,974,240,240
180,308.0,,180,973,320,320
210,220.0,,210,1081,240,240
180,220.0,,180,971,240,240
180,220.0,,180,970,240,240
210,220.0,,210,1080,240,240
180,396.0,,180,979,400,400
180,176.0,,180,978,200,200
30,132.0,,30,182,160,160
30,132.0,,30,183,160,160
210,132.0,,210,180,160,160
30,176.0,,30,181,200,200
210,176.0,,210,186,200,200
210,132.0,,210,187,160,160
210,132.0,,210,184,160,160
210,132.0,,210,185,160,160
120,132.0,,120,2110,160,160
120,176.0,,120,2111,200,200
210,176.0,,210,188,200,200
210,132.0,,210,189,160,160
30,132.0,,30,2114,160,160
30,132.0,,30,2115,160,160
210,132.0,,210,2116,160,160
210,220.0,,210,1559,240,240
30,132.0,,30,2622,160,160
30,220.0,,30,2623,240,240
210,176.0,,210,2620,200,200
210,176.0,,210,2621,200,200
30,176.0,,30,2626,200,200
30,132.0,,30,2627,160,160
30,176.0,,30,2624,200,200
30,264.0,,30,2625,280,280
30,176.0,,30,2628,200,200
120,88.0,,120,2629,120,120
180,396.0,,180,4089,400,400
270,176.0,,270,1919,200,200
270,264.0,,270,1918,280,280
120,220.0,,120,1464,240,240
30,88.0,,30,3289,120,120
30,132.0,,30,3288,160,160
270,308.0,,270,1911,320,320
270,176.0,,270,1910,200,200
270,132.0,,270,1913,160,160
270,88.0,,270,1912,120,120
270,220.0,,270,1915,240,240
210,132.0,,210,1914,160,160
30,176.0,,30,1917,200,200
210,132.0,,210,1916,160,160
270,88.0,,270,869,120,120
270,88.0,,270,868,120,120
30,132.0,,30,2113,160,160
30,220.0,,30,3449,240,240
30,352.0,,30,3448,360,360
30,176.0,,30,3141,200,200
270,88.0,,270,861,120,120
270,88.0,,270,860,120,120
270,88.0,,270,863,120,120
270,88.0,,270,862,120,120
270,88.0,,270,865,120,120
270,176.0,,270,864,200,200
270,88.0,,270,867,120,120
270,88.0,,270,866,120,120
120,220.0,,120,2024,240,240
30,220.0,,30,2025,240,240
120,220.0,,120,2026,240,240
30,176.0,,30,2027,200,200
30,176.0,,30,2020,200,200
120,176.0,,120,2021,200,200
120,176.0,,120,2022,200,200
120,176.0,,120,2023,200,200
120,264.0,,120,3144,280,280
210,132.0,,210,2117,160,160
30,264.0,,30,2028,280,280
30,264.0,,30,2029,280,280
270,176.0,,270,2758,200,200
270,176.0,,270,2759,200,200
120,264.0,,120,883,280,280
120,308.0,,120,882,320,320
30,220.0,,30,881,240,240
30,220.0,,30,880,240,240
270,88.0,,270,887,120,120
270,264.0,,270,886,280,280
120,308.0,,120,885,320,320
120,308.0,,120,884,320,320
270,132.0,,270,889,160,160
270,132.0,,270,888,160,160
120,132.0,,120,3148,160,160
120,176.0,,120,3149,200,200
120,132.0,,120,4014,160,160
30,352.0,,30,3970,360,360
180,264.0,,180,3729,280,280
180,264.0,,180,3988,280,280
0,264.0,,0,3973,280,280
180,132.0,,180,775,160,160
180,132.0,,180,774,160,160
180,132.0,,180,777,160,160
180,88.0,,180,776,120,120
180,132.0,,180,771,160,160
270,132.0,,270,770,160,160
180,132.0,,180,773,160,160
180,132.0,,180,772,160,160
60,308.0,,60,779,320,320
180,176.0,,180,778,200,200
120,176.0,,120,77,200,200
120,132.0,,120,76,160,160
120,132.0,,120,75,160,160
120,308.0,,120,74,320,320
120,132.0,,120,73,160,160
30,220.0,,30,72,240,240
210,132.0,,210,71,160,160
210,220.0,,210,70,240,240
90,176.0,,90,2972,200,200
90,176.0,,90,2973,200,200
90,220.0,,90,2970,240,240
90,264.0,,90,2971,280,280
30,308.0,,30,2976,320,320
30,396.0,,30,2977,400,400
30,220.0,,30,79,240,240
30,220.0,,30,78,240,240
210,264.0,,210,1043,280,280
210,352.0,,210,1042,360,360
210,176.0,,210,1041,200,200
210,176.0,,210,1040,200,200
210,176.0,,210,1047,200,200
210,88.0,,210,1046,120,120
210,132.0,,210,1045,160,160
210,440.0,,210,1044,440,440
210,132.0,,210,1049,160,160
210,176.0,,210,1048,200,200
210,176.0,,210,1681,200,200
210,132.0,,210,1680,160,160
210,132.0,,210,1683,160,160
210,220.0,,210,1682,240,240
210,132.0,,210,1685,160,160
210,220.0,,210,1684,240,240
210,220.0,,210,1687,240,240
210,176.0,,210,1686,200,200
210,176.0,,210,1689,200,200
210,132.0,,210,1688,160,160
270,264.0,,270,3983,280,280
180,176.0,,180,3025,200,200
210,132.0,,210,1269,160,160
210,88.0,,210,1268,120,120
30,132.0,,30,3341,160,160
120,220.0,,120,669,240,240
30,88.0,,30,668,120,120
120,264.0,,120,667,280,280
210,176.0,,210,1262,200,200
210,88.0,,210,665,120,120
210,132.0,,210,664,160,160
210,132.0,,210,1267,160,160
210,132.0,,210,1266,160,160
210,132.0,,210,1265,160,160
210,88.0,,210,1264,120,120
210,132.0,,210,3287,160,160
30,44.0,,30,3021,80,80
210,88.0,,210,3286,120,120
30,352.0,,30,3095,360,360
180,220.0,,180,3020,240,240
210,88.0,,210,3285,120,120
30,132.0,,30,3128,160,160
30,176.0,,30,3129,200,200
30,132.0,,30,3122,160,160
30,132.0,,30,3123,160,160
30,132.0,,30,3120,160,160
30,132.0,,30,3121,160,160
30,176.0,,30,3126,200,200
30,132.0,,30,3127,160,160
30,132.0,,30,3124,160,160
30,132.0,,30,3125,160,160
210,220.0,,210,1469,240,240
210,264.0,,210,1468,280,280
0,220.0,,0,3977,240,240
210,176.0,,210,1465,200,200
210,220.0,,210,1018,240,240
210,132.0,,210,1467,160,160
210,176.0,,210,1466,200,200
210,176.0,,210,1461,200,200
210,176.0,,210,1460,200,200
120,176.0,,120,1463,200,200
210,176.0,,210,1019,200,200
210,132.0,,210,1317,160,160
210,308.0,,210,1316,320,320
30,176.0,,30,1315,200,200
120,176.0,,120,1314,200,200
210,220.0,,210,1313,240,240
210,264.0,,210,1312,280,280
210,264.0,,210,1311,280,280
210,176.0,,210,1310,200,200
120,88.0,,120,3276,120,120
210,264.0,,210,1319,280,280
210,352.0,,210,1318,360,360
0,352.0,,0,3976,360,360
30,88.0,,30,2460,120,120
210,308.0,,210,1010,320,320
210,264.0,,210,1011,280,280
120,308.0,,120,3445,320,320
30,220.0,,30,3035,240,240
120,220.0,,120,3444,240,240
30,220.0,,30,3447,240,240
30,308.0,,30,3948,320,320
30,308.0,,30,3949,320,320
30,176.0,,30,319,200,200
30,176.0,,30,318,200,200
120,88.0,,120,3403,120,120
30,176.0,,30,313,200,200
120,132.0,,120,312,160,160
120,220.0,,120,311,240,240
30,88.0,,30,310,120,120
30,88.0,,30,317,120,120
30,88.0,,30,316,120,120
30,132.0,,30,315,160,160
120,176.0,,120,314,200,200
30,264.0,,30,3491,280,280
120,220.0,,120,3443,240,240
30,396.0,,30,3442,400,400
270,132.0,,270,2756,160,160
120,88.0,,120,3402,120,120
270,88.0,,270,2757,120,120
270,220.0,,270,2754,240,240
210,220.0,,210,1335,240,240
270,132.0,,270,2755,160,160
180,308.0,,180,3722,320,320
210,176.0,,210,1334,200,200
270,264.0,,270,2752,280,280
210,264.0,,210,1337,280,280
180,88.0,,180,3658,120,120
270,44.0,,270,2753,80,80
120,88.0,,120,3405,120,120
210,176.0,,210,1336,200,200
270,176.0,,270,2750,200,200
210,88.0,,210,2322,120,120
210,264.0,,210,1331,280,280
180,176.0,,180,2698,200,200
210,88.0,,210,1330,120,120
30,132.0,,30,3201,160,160
210,220.0,,210,1333,240,240
210,176.0,,210,1332,200,200
120,88.0,,120,3404,120,120
210,88.0,,210,3273,120,120
