FID,TARGET_Performance_Level,performance_pred,TARGET_Criticality_Level,criticality_pred,condition_pred,TARGET_Condition_level,TARGET_MITIGATION_Level_PAN,mitigation_pred
16917,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16910,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16911,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
16912,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
16913,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12208,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12209,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12204,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
12205,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
12206,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12207,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12200,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12201,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12202,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12203,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
10518,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10519,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
10512,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10513,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
10510,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10511,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
10516,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
10517,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
10514,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10515,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8866,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8867,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8864,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8865,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
21408,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21409,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8860,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
8861,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
21404,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21405,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21406,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21407,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21400,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
21401,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8868,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
21403,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
346,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
23718,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0
23719,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
23716,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0
23717,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
23714,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0
23715,2.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0
23712,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
23713,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23710,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
23711,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
9942,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9943,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9940,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9941,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9946,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9947,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
9944,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
9945,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9948,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9949,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21875,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
21874,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21877,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21876,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21871,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21870,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21873,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21872,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21879,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21878,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14668,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14669,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18569,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
18568,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
18563,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14661,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
18561,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14663,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
18567,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14665,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
14666,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
14667,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
797,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
796,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
795,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
794,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
793,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
792,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
791,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
790,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
1170,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
799,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
798,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
15139,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15138,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23501,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
15133,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15132,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15131,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
1178,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
15137,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
15136,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15135,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15134,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
4761,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4760,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
4763,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4762,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4765,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
4764,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
4767,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
4766,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
4769,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
4768,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19748,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19749,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19740,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19741,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19742,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19743,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19744,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
19745,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19746,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19747,3.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0
10354,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
10355,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
10356,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
10357,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
10350,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
10351,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
10352,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
10353,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
10358,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10359,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
6259,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
6258,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6253,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6252,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
6251,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6250,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
6257,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
6256,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
6255,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8548,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0
8547,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
832,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
833,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
830,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
831,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
836,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
837,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
834,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
835,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
838,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
839,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0
15282,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5249,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5248,5.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0
1728,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1729,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
1726,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
1727,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0
1724,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
1725,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
5241,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
5240,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
5243,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5242,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
14303,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
14302,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14301,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
14300,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
14307,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
14306,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14305,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14304,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
14309,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
14308,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
12482,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
17969,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17966,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17967,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17964,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17965,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
17962,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17963,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
17960,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17961,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17173,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
12481,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12468,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12469,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12464,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12465,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
12466,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0
12467,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
12460,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12461,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12462,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12463,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
7777,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7776,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
7775,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
7774,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7773,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7772,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7771,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7770,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7779,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7778,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12484,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12485,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19263,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
19262,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19261,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19260,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19267,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19266,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
19265,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
19264,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19269,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19268,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
2550,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
2551,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2552,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
2553,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
2554,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
2555,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2556,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2557,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
2558,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
2559,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
11476,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
11477,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11474,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
11475,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11472,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
11473,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11470,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0
11471,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11478,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11479,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
17148,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17149,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17144,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
17145,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17146,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17147,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17140,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
17141,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17142,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
17143,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
919,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
918,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9548,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9549,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0
915,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
9547,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
917,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
916,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
9542,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9543,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
913,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
912,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
21369,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22945,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22942,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21365,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
22949,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
1447,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
1446,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
1445,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
1444,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1443,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
1442,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
1441,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
23038,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
23037,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23036,2.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0
23035,2.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0
23034,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
23033,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
23032,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1449,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
1448,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
22348,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
22349,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22346,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
22347,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
22344,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22345,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
22342,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22343,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22340,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
22341,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
23693,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
23692,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
23691,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
23690,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
23697,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23696,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
23695,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
23694,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
23699,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
23698,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23969,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
23968,2.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0
23961,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
23960,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23963,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
23962,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
23965,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
23964,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
23967,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
23966,2.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0
199,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
198,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
195,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
194,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
197,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
196,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0
191,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
190,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0
193,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
192,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6824,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
6825,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3452,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
3453,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
3450,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3451,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
3456,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3457,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3454,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
3455,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
3458,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
3459,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
14149,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
14148,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14145,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0
14144,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14147,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14146,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14141,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
14140,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
14143,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
14142,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
15818,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
15819,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15810,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15811,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
15812,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
15813,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
15814,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
15815,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
15816,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
15817,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0
18673,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
18672,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18671,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
14499,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
14498,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14493,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18333,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
18330,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
18331,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18336,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
14496,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
14495,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14494,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14356,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
14357,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18679,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18678,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
19137,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19136,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19135,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
19134,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19133,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17918,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
5727,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5724,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19130,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
6479,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
6478,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6473,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
15363,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15360,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15361,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15366,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15367,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
15364,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
6474,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7839,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19469,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
19468,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
